"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"皮爾龐特與我時常意見相左，但是他很聰明，知道激怒虛空假面有多危險。我不是很喜歡克拉錫利姆條約，因為操縱時空很好玩啊，但你知道什麼更好玩嗎？就是不讓自己的時間線被抹去。"
"DCG_VO_rix_use_include_01"	"我們不會乖乖聽你指揮！"
"DCG_VO_rix_use_include_02"	"我們不再任由你控制。"
"DCG_VO_rix_use_include_03"	"我們不會再聽從你的命令了！"
"DCG_VO_rix_unique_01"	"拿起武器！"
"DCG_VO_rix_unique_02"	"我們人多力量大，眾志成城！"
"DCG_VO_rix_unique_03"	"我們不會再委屈自己！"
"DCG_VO_rix_unique_04"	"反抗的力量日益壯大。"
"DCG_VO_rix_unique_05"	"寧可站著死，絕不跪著生。"
"DCG_VO_rix_unique_06"	"我們能贏得這場戰役，但需要付出犧牲。"
"DCG_VO_rix_unique_07"	"總是要面對這一切。"
"DCG_VO_rix_unique_08"	"我要將那條牛頭蛇從玫葉城的每根旗杆上一條條扯下來。"
"DCG_VO_rix_unique_09"	"我非常期待取你的命，指揮官。"
"DCG_VO_rix_unique_10"	"呃，敵人的敵人就是朋友，對吧，索爾拉？"
"DCG_VO_rix_unique_11"	"今天我們要團結起來，面對共同的威脅。"
"DCG_VO_rix_unique_12"	"索爾拉，我們都想要特蕾絲汀的人頭，可以一起合作。"
"DCG_VO_rix_unique_13"	"我們兩個都不希望玫葉城落入這些野蠻人之手。"
"DCG_VO_rix_unique_14"	"哪怕要與你合作，也必須阻止紅霧。"
"DCG_VO_rix_unique_15"	"我們先阻止紅霧，以後再拼個你死我活。"
"DCG_VO_rix_unique_16"	"你的暴政將在這裡結束！"
"DCG_VO_rix_unique_17"	"你已經沒機會再發號施令了，指揮官。"
"DCG_VO_rix_unique_18"	"閉嘴，索爾拉！"
"DCG_VO_rix_unique_19"	"你不再是領袖了，索爾拉。"
"DCG_VO_rix_unique_20"	"為了得到摧毀古銅軍團的力量，我願意付出任何代價。"
"DCG_VO_rix_healed_01"	"啊。"
"DCG_VO_rix_healed_02"	"謝謝你。"
"DCG_VO_rix_healed_03"	"我不會讓你失望的。"
"DCG_VO_rix_healed_04"	"感謝你的支持。"
"DCG_VO_rix_healed_05"	"叛軍向你致謝。"
"DCG_VO_rix_taunt_generic_01"	"不留活口！"
"DCG_VO_rix_taunt_generic_02"	"為了你的家園而戰吧！"
"DCG_VO_rix_taunt_generic_03"	"絕不放棄！"
"DCG_VO_rix_taunt_generic_04"	"今天勝利屬於我們！"
"DCG_VO_rix_taunt_generic_05"	"起來反抗！"
"DCG_VO_rix_taunt_generic_06"	"我們絕不會停止反抗！"
"DCG_VO_rix_taunt_generic_07"	"不能讓他們獲勝！"
"DCG_VO_rix_taunt_generic_08"	"勝利屬於我們！"
"DCG_VO_rix_taunt_generic_09"	"保衛我們的家園！"
"DCG_VO_rix_taunt_generic_10"	"我們會讓你付出代價！"
"DCG_VO_rix_potential_kill_01"	"抓到你了。"
"DCG_VO_rix_potential_kill_02"	"你死定了。"
"DCG_VO_rix_potential_kill_03"	"我不會停手，直到你死透。"
"DCG_VO_rix_potential_kill_04"	"我們才剛剛開始。"
"DCG_VO_rix_potential_kill_05"	"你以為我會放過你嗎？"
"DCG_VO_rix_potential_save_01"	"想殺我，沒那麼容易。"
"DCG_VO_rix_potential_save_02"	"你還不夠努力。"
"DCG_VO_rix_potential_save_03"	"我不是三兩下就能殺掉的角色。"
"DCG_VO_rix_potential_save_04"	"下次你得再努力些。"
"DCG_VO_rix_potential_save_05"	"你無法阻止革命的洪流。"
"DCG_VO_rix_permanent_armor_01"	"能少被刺上幾刀也不錯。"
"DCG_VO_rix_permanent_armor_02"	"堅強些，瑞克斯，他們都指望著你呢。"
"DCG_VO_rix_permanent_armor_03"	"軍團有他們的盔甲，我也得有。"
"DCG_VO_rix_permanent_armor_04"	"要為面對特蕾絲汀做好準備。"
"DCG_VO_rix_permanent_armor_05"	"特蕾絲汀一定會來找我的，我要做好準備。"
"DCG_VO_rix_permanent_attack_01"	"我更強壯了。"
"DCG_VO_rix_permanent_attack_02"	"訓練總是有好處的。"
"DCG_VO_rix_permanent_attack_03"	"<i>低吼</i>"
"DCG_VO_rix_permanent_attack_04"	"把他們撕成碎片。"
"DCG_VO_rix_permanent_attack_05"	"讓敵人後悔來到這裡吧。"
"DCG_VO_rix_permanent_health_01"	"我不會收手的。"
"DCG_VO_rix_permanent_health_02"	"我不會停止戰鬥。"
"DCG_VO_rix_permanent_health_03"	"如果我死去，就無法領導反抗了。"
"DCG_VO_rix_permanent_health_04"	"我需要保持健康。"
"DCG_VO_rix_permanent_health_05"	"我不能死，我的族人需要我。"
"DCG_VO_rix_cast_spell_01"	"我也從軍團身上學到了一些東西。"
"DCG_VO_rix_cast_spell_02"	"不要給敵人喘息的機會。"
"DCG_VO_rix_cast_spell_03"	"看看他們有沒有準備好對付這個。"
"DCG_VO_rix_cast_spell_04"	"我們就是有辦法出奇制勝。"
"DCG_VO_rix_cast_spell_05"	"我們會全方位打擊他們。"
"DCG_VO_rix_cast_spell_06"	"我們得做得再聰明些。"
"DCG_VO_rix_cast_spell_07"	"看看這一招他們擋不擋得住。"
"DCG_VO_rix_cast_spell_08"	"我隨時隨地可以抓住你。"
"DCG_VO_rix_cast_spell_09"	"就是現在！"
"DCG_VO_rix_cast_spell_10"	"來點不同尋常的！"
"DCG_VO_rix_death_01"	"<i>尖叫</i>"
"DCG_VO_tinker_intro"	"和梅茲共事，對我來說……沒那麼興奮。但狙擊手也提出了一些極好的觀點：基恩人已經分裂得太久了。另外，至少他不會對著樹大喊大叫。儘管如此，我還是很難忘掉我們的過去。你問我們會不會成為朋友？不可能。你問我能不能忍受他的存在而不「意外地」射中他的後腦勺？或許吧，如果我喝得夠多。時間會證明一切。"
"DCG_VO_tinker_keenfolk_golem"	"梅茲在許多事情上都糟糕透頂。比如可靠性，比如保持清醒，比如保守秘密。但我還是得誇誇他：他懂得如何建造巨型機器人。"
"DCG_VO_tinker_march_of_the_machines"	"每個基恩人都有一項鍾愛的嗜好，狙擊手喜歡射擊、伐木機喜歡砍樹、我喜歡設計刺激又好玩的方式謀殺梅茲。有些人可能不欣賞我的謀殺詭計，但如果不是我開發了這些無人機，他也不會造出可以躲進去的機器人裝甲。所以，他其實應該要感謝我。"
"DCG_VO_tinker_steam_cannon"	"狙擊手叫我幫他設計一把槍，我興奮過頭了。"
"DCG_VO_tinker_use_ability_01"	"誰需要魔法？"
"DCG_VO_tinker_use_ability_02"	"來看看科學的力量！"
"DCG_VO_tinker_use_ability_03"	"鎖定目標……"
"DCG_VO_tinker_use_ability_04"	"這畫面一定會很美……"
"DCG_VO_tinker_use_ability_05"	"噢！我愛死他們臉上的表情了……"
"DCG_VO_tinker_equip_generic_weapon_01"	"我能改進它……"
"DCG_VO_tinker_equip_generic_weapon_02"	"原始但有效……"
"DCG_VO_tinker_equip_generic_weapon_03"	"我會利用我能拿到的一切……"
"DCG_VO_tinker_equip_generic_weapon_04"	"這東西會有用的……"
"DCG_VO_tinker_equip_generic_weapon_05"	"嗯……這個肯定能殺人。"
"DCG_VO_tinker_equip_generic_armor_01"	"我感覺安全多了。"
"DCG_VO_tinker_equip_generic_armor_02"	"如果我死了，就不能發明了……"
"DCG_VO_tinker_equip_generic_armor_03"	"今天不是我的死期……"
"DCG_VO_tinker_equip_generic_armor_04"	"給我的，我照單全收……"
"DCG_VO_tinker_equip_generic_armor_05"	"安全第一！"
"DCG_VO_tinker_equip_generic_accessory_01"	"有趣的裝置……"
"DCG_VO_tinker_equip_generic_accessory_02"	"讓我來看看這個要怎麼用……"
"DCG_VO_tinker_equip_generic_accessory_03"	"有意思……"
"DCG_VO_tinker_equip_generic_accessory_04"	"一個新玩具……"
"DCG_VO_tinker_equip_generic_accessory_05"	"喔，我喜歡這個……"
"DCG_VO_tinker_kill_rival_01"	"智謀超群，武器出眾。"
"DCG_VO_tinker_kill_rival_02"	"太簡單了……"
"DCG_VO_tinker_kill_rival_03"	"下一個是誰？"
"DCG_VO_tinker_kill_rival_04"	"還有沒有其他挑戰者？"
"DCG_VO_tinker_kill_rival_05"	"這是唯一的結局……"
"DCG_VO_tinker_kill_rival_06"	"這是我的戰場！"
"DCG_VO_tinker_kill_rival_07"	"我的腦力和火力都無人能敵……"
"DCG_VO_tinker_kill_rival_08"	"你該乞求憐憫……"
"DCG_VO_tinker_kill_rival_09"	"又少了一個需要擔心的目標……"
"DCG_VO_tinker_kill_rival_10"	"看狙擊手能不能比得過我……"
"DCG_VO_tinker_use_include_01"	"進軍！進軍！進軍！"
"DCG_VO_tinker_use_include_02"	"我為你準備了一些特別的東西......"
"DCG_VO_tinker_use_include_03"	"我的機器會把你撕成碎片！"
"DCG_VO_tinker_unique_01"	"狙擊手，你都老得不行了，為什麼你的心臟還沒罷工？"
"DCG_VO_tinker_unique_02"	"雷射充能完畢。"
"DCG_VO_tinker_unique_03"	"武器準備就緒。"
"DCG_VO_tinker_unique_04"	"雷射恢復運作。"
"DCG_VO_tinker_unique_05"	"你的武器可能已經過時，但你的眼光還是很長遠的……"
"DCG_VO_tinker_unique_06"	"你是對的，狙擊手，基恩人需要團結起來。"
"DCG_VO_tinker_unique_07"	"好吧，梅茲，我願意不計前嫌……"
"DCG_VO_tinker_unique_08"	"梅茲，我們只是合作關係，不是朋友……"
"DCG_VO_tinker_unique_09"	"不要再想著樹了，把注意力放在戰場！"
"DCG_VO_tinker_unique_10"	"我知道你很興奮，但請注意別亂晃你的鋸子！"
"DCG_VO_tinker_unique_11"	"梅茲不在，謝天謝地……"
"DCG_VO_tinker_unique_12"	"感謝你把我們團結起來，狙擊手……"
"DCG_VO_tinker_unique_13"	"哦太棒了。我們聚在一起了。梅茲也在。耶。"
"DCG_VO_tinker_unique_14"	"基恩人團結一心，無人能擋！"
"DCG_VO_tinker_unique_15"	"梅茲，你將為科學獻身。"
"DCG_VO_tinker_unique_16"	"我要把你從那個鐵罐頭裡撬出來！"
"DCG_VO_tinker_unique_17"	"你不可能永遠躲在那東西裡面，梅茲！"
"DCG_VO_tinker_unique_18"	"斧王，吃我一記雷射。"
"DCG_VO_tinker_unique_19"	"一把會發出子彈的槍。哇，你真過時！"
"DCG_VO_tinker_unique_20"	"瑞茲拉克你這個瘋子，我真是蠢，竟然覺得能和你並肩作戰！"
"DCG_VO_tinker_healed_01"	"啊……"
"DCG_VO_tinker_healed_02"	"很好。"
"DCG_VO_tinker_healed_03"	"我都有點擔心了。"
"DCG_VO_tinker_healed_04"	"準備好重新開工……"
"DCG_VO_tinker_healed_05"	"回到戰鬥……"
"DCG_VO_tinker_taunt_generic_01"	"照我說的做，我們會贏的！"
"DCG_VO_tinker_taunt_generic_02"	"我們可以拿下那座塔！"
"DCG_VO_tinker_taunt_generic_03"	"遺跡暴露！"
"DCG_VO_tinker_taunt_generic_04"	"拆塔！"
"DCG_VO_tinker_taunt_generic_05"	"拿下遺跡！"
"DCG_VO_tinker_taunt_generic_06"	"正想在這裡拿下他們！"
"DCG_VO_tinker_taunt_generic_07"	"我們占了上風！"
"DCG_VO_tinker_taunt_generic_08"	"如果我們勢頭不減，就必勝無疑！"
"DCG_VO_tinker_taunt_generic_09"	"現在，敵人已經無法阻止我們了！"
"DCG_VO_tinker_taunt_generic_10"	"很快我們就前路無敵了！"
"DCG_VO_tinker_potential_kill_01"	"你已經半隻腳踏進棺材了……"
"DCG_VO_tinker_potential_kill_02"	"你不可能活著離開……"
"DCG_VO_tinker_potential_kill_03"	"你知道接下來會發生什麼事，對吧。"
"DCG_VO_tinker_potential_kill_04"	"拜拜……"
"DCG_VO_tinker_potential_kill_05"	"我告訴你實話，會很痛。"
"DCG_VO_tinker_potential_save_01"	"哈！"
"DCG_VO_tinker_potential_save_02"	"還不錯嘛。"
"DCG_VO_tinker_potential_save_03"	"你覺得那能派上用場？"
"DCG_VO_tinker_potential_save_04"	"你根本不知道我的本事！"
"DCG_VO_tinker_potential_save_05"	"比這更糟的情況我都沒死……"
"DCG_VO_tinker_permanent_armor_01"	"有了這個，我就能繼續奮戰……"
"DCG_VO_tinker_permanent_armor_02"	"多點額外保護也沒有壞處……"
"DCG_VO_tinker_permanent_armor_03"	"我需要做好萬全的準備……"
"DCG_VO_tinker_permanent_armor_04"	"現在局勢很危急……"
"DCG_VO_tinker_permanent_armor_05"	"我會為梅茲示範如何正確地穿戴護甲……"
"DCG_VO_tinker_permanent_attack_01"	"我的裝備要調整一下了……"
"DCG_VO_tinker_permanent_attack_02"	"我總是把機器保養得很好……"
"DCG_VO_tinker_permanent_attack_03"	"是時候升級換代了……"
"DCG_VO_tinker_permanent_attack_04"	"更大，更強！"
"DCG_VO_tinker_permanent_attack_05"	"戰爭是我的專長……"
"DCG_VO_tinker_permanent_health_01"	"最佳狀態……"
"DCG_VO_tinker_permanent_health_02"	"彌補弱點至關重要……"
"DCG_VO_tinker_permanent_health_03"	"永遠別停止改進……包括對你自己……"
"DCG_VO_tinker_permanent_health_04"	"總有辦法讓事情盡善盡美！"
"DCG_VO_tinker_permanent_health_05"	"我可不像狙擊手，我很惜命……"
"DCG_VO_tinker_cast_spell_01"	"希望你喜歡……"
"DCG_VO_tinker_cast_spell_02"	"希望你準備好了……"
"DCG_VO_tinker_cast_spell_03"	"我早有安排……"
"DCG_VO_tinker_cast_spell_04"	"我總是放長線釣大魚……"
"DCG_VO_tinker_cast_spell_05"	"別低估長線投資……"
"DCG_VO_tinker_cast_spell_06"	"這不是魔法，是科學！"
"DCG_VO_tinker_cast_spell_07"	"被我震撼實屬正常……"
"DCG_VO_tinker_cast_spell_08"	"這個可花了我一些時間呢……"
"DCG_VO_tinker_cast_spell_09"	"我下麵會想到哪一招呢？"
"DCG_VO_tinker_cast_spell_10"	"基恩人別出心裁的又一個例子……"
"DCG_VO_tinker_buff_ally_01"	"看好了……"
"DCG_VO_tinker_buff_ally_02"	"你真幸運，有機會和天才共事……"
"DCG_VO_tinker_buff_ally_03"	"讓我來幫你搞定……"
"DCG_VO_tinker_buff_ally_04"	"你好像需要這個……"
"DCG_VO_tinker_buff_ally_05"	"我挺你。"
"DCG_VO_tinker_buff_ally_06"	"你可以當我的實驗物件……"
"DCG_VO_tinker_buff_ally_07"	"我來讓你的日子好過一點……"
"DCG_VO_tinker_buff_ally_08"	"我隨時都做好了做實驗的準備，我是說幫忙啦，我的好兄弟。"
"DCG_VO_tinker_buff_ally_09"	"我認為你會對結果滿意……"
"DCG_VO_tinker_buff_ally_10"	"我來幫你一把……"
"DCG_VO_tinker_debuff_enemy_01"	"這比預期的更有效……"
"DCG_VO_tinker_debuff_enemy_02"	"很不好受吧。"
"DCG_VO_tinker_debuff_enemy_03"	"別擔心，很快你就不會痛苦了……"
"DCG_VO_tinker_debuff_enemy_04"	"你已經是苟延殘喘了……"
"DCG_VO_tinker_debuff_enemy_05"	"過不了多久你就會死了……"
"DCG_VO_tinker_debuff_enemy_06"	"我要和這個傢伙玩玩……"
"DCG_VO_tinker_debuff_enemy_07"	"你就只剩一個空架子了……"
"DCG_VO_tinker_debuff_enemy_08"	"讓你沒力氣了，是吧……"
"DCG_VO_tinker_debuff_enemy_09"	"你會越來越虛弱……"
"DCG_VO_tinker_debuff_enemy_10"	"你曾經很強壯……然後我謀劃了你的死亡。"
"DCG_VO_tinker_single_target_damage_01"	"打中了。"
"DCG_VO_tinker_single_target_damage_02"	"這個留給我。"
"DCG_VO_tinker_single_target_damage_03"	"真可悲。"
"DCG_VO_tinker_single_target_damage_04"	"沒人能逃出我的手心！"
"DCG_VO_tinker_single_target_damage_05"	"拜託，你以為我怕你了？"
"DCG_VO_tinker_single_target_damage_06"	"我早已做好萬全的準備……"
"DCG_VO_tinker_single_target_damage_07"	"再見。"
"DCG_VO_tinker_single_target_damage_08"	"回頭見。"
"DCG_VO_tinker_single_target_damage_09"	"我盯上你了……"
"DCG_VO_tinker_single_target_damage_10"	"你不會有好下場的。"
"DCG_VO_tinker_multi_damage_small_01"	"一點小麻煩，僅此而已……"
"DCG_VO_tinker_multi_damage_small_02"	"轟！"
"DCG_VO_tinker_multi_damage_small_03"	"你無處可藏。"
"DCG_VO_tinker_multi_damage_small_04"	"我想殺誰就殺誰。"
"DCG_VO_tinker_multi_damage_small_05"	"看好了……"
"DCG_VO_tinker_multi_damage_small_06"	"看看，你們好多人啊……好厲害啊……"
"DCG_VO_tinker_multi_damage_small_07"	"我為每個人都準備了一份小禮物……"
"DCG_VO_tinker_multi_damage_small_08"	"哈哈哈哈哈。"
"DCG_VO_tinker_multi_damage_small_09"	"我根本不在乎你有多少個朋友！"
"DCG_VO_tinker_multi_damage_small_10"	"死！死！死！"
"DCG_VO_tinker_multi_damage_large_01"	"我要殺光你們！"
"DCG_VO_tinker_multi_damage_large_02"	"不留活口！"
"DCG_VO_tinker_multi_damage_large_03"	"我們並肩而戰！"
"DCG_VO_tinker_multi_damage_large_04"	"我死也要拖上你！"
"DCG_VO_tinker_multi_damage_large_05"	"科學需要獻身……"
"DCG_VO_tinker_multi_damage_large_06"	"是我推動了這一切！"
"DCG_VO_tinker_multi_damage_large_07"	"見識我的才智吧！"
"DCG_VO_tinker_multi_damage_large_08"	"別擔心，你們全都死定了！"
"DCG_VO_tinker_multi_damage_large_09"	"好吧……我要把大傢伙拿出來了……"
"DCG_VO_tinker_multi_damage_large_10"	"把小孩子的玩意都收起來……"
"DCG_VO_tinker_pleased_01"	"嗯。"
"DCG_VO_tinker_pleased_02"	"真是愉快。"
"DCG_VO_tinker_pleased_03"	"很好。"
"DCG_VO_tinker_pleased_04"	"完美。"
"DCG_VO_tinker_pleased_05"	"這個我喜歡。"
"DCG_VO_tinker_pleased_06"	"非常順利。"
"DCG_VO_tinker_pleased_07"	"如我所料。"
"DCG_VO_tinker_pleased_08"	"我可以接受。"
"DCG_VO_tinker_pleased_09"	"這代價可以接受。"
"DCG_VO_tinker_pleased_10"	"呃，還算值得啦。"
"DCG_VO_tinker_concerned_01"	"嗯……"
"DCG_VO_tinker_concerned_02"	"沒想到會這樣。"
"DCG_VO_tinker_concerned_03"	"這似乎比預期的要難得多……"
"DCG_VO_tinker_concerned_04"	"我不太喜歡這個……"
"DCG_VO_tinker_concerned_05"	"我想我要掛了……"
"DCG_VO_tinker_concerned_06"	"我活下來的可能性似乎……不大……"
"DCG_VO_tinker_concerned_07"	"我怎麼被捲進這個爛攤子的……"
"DCG_VO_tinker_concerned_08"	"我的計畫怎麼會錯得那麼離譜……"
"DCG_VO_tinker_concerned_09"	"我會想出辦法來的……"
"DCG_VO_tinker_concerned_10"	"一定有辦法的……我只需要快點動腦筋……"
"DCG_VO_tinker_angry_01"	"見鬼！"
"DCG_VO_tinker_angry_02"	"你好大膽！"
"DCG_VO_tinker_angry_03"	"你竟敢威脅我的研究？！"
"DCG_VO_tinker_angry_04"	"你以為你比我行嗎？"
"DCG_VO_tinker_angry_05"	"這也可以叫機器人？"
"DCG_VO_tinker_angry_06"	"我不會放過你的！"
"DCG_VO_tinker_angry_07"	"你無處可藏！"
"DCG_VO_tinker_angry_08"	"我會證明我的才能！"
"DCG_VO_tinker_angry_09"	"你會付出沉重的代價！"
"DCG_VO_tinker_angry_10"	"遊戲時間結束了……"
"DCG_VO_tinker_arrogant_01"	"你們這些白癡永遠無法阻擋我！"
"DCG_VO_tinker_arrogant_02"	"我是這一代基恩人中最偉大的……"
"DCG_VO_tinker_arrogant_03"	"沒人比基恩人聰明……"
"DCG_VO_tinker_arrogant_04"	"恭喜！你為我提供了毀滅你自己的工具……"
"DCG_VO_tinker_arrogant_05"	"你直直地進走了我的陷阱……"
"DCG_VO_tinker_arrogant_06"	"我會用你自己的武器來對付你……"
"DCG_VO_tinker_arrogant_07"	"你覺得你比我聰明嗎？"
"DCG_VO_tinker_arrogant_08"	"如果說有什麼是基恩人做到極致的，那一定是戰爭。"
"DCG_VO_tinker_arrogant_09"	"沒有什麼塔是我毀不掉的。"
"DCG_VO_tinker_arrogant_10"	"我不需要幫助，只是想讓我的朋友覺得自己有點用……"
"DCG_VO_tinker_enigmatic_01"	"我必須開工了……"
"DCG_VO_tinker_enigmatic_02"	"要做的事還很多……"
"DCG_VO_tinker_enigmatic_03"	"又一項發明，由基恩人提供。"
"DCG_VO_tinker_enigmatic_04"	"我們需要的是更大的槍炮……"
"DCG_VO_tinker_enigmatic_05"	"而我恰好有……"
"DCG_VO_tinker_enigmatic_06"	"喔，這個會讓他們恨得牙癢癢的……"
"DCG_VO_tinker_enigmatic_07"	"這已經超出你的能力範圍了。"
"DCG_VO_tinker_enigmatic_08"	"你挑起了一場你贏不了的戰鬥。"
"DCG_VO_tinker_enigmatic_09"	"我掌控戰場……"
"DCG_VO_tinker_enigmatic_10"	"絕望時刻必須放手一搏……"
"DCG_VO_tinker_death_01"	"<i>尖叫</i>"
"DCG_VO_tidehunter_intro"	"我是海中絕對的霸主……即將稱霸陸地。"
"DCG_VO_tidehunter_kraken_shell_intro"	"別叫它背包。"
"DCG_VO_tidehunter_clear_the_deck_intro"	"昆卡大可躲在他的船上……反正這也救不了他。"
"DCG_VO_tidehunter_use_ability_01"	"毀滅！"
"DCG_VO_tidehunter_use_ability_02"	"你哪裡也去不了……"
"DCG_VO_tidehunter_use_ability_03"	"臣服於我！"
"DCG_VO_tidehunter_use_ability_04"	"哈哈哈哈哈哈。"
"DCG_VO_tidehunter_use_ability_05"	"<i>咆哮</i>"
"DCG_VO_tidehunter_equip_generic_weapon_01"	"這個我用得上。"
"DCG_VO_tidehunter_equip_generic_weapon_02"	"這太適合昆卡了。"
"DCG_VO_tidehunter_equip_generic_weapon_03"	"我的敵人行將倒下。"
"DCG_VO_tidehunter_equip_generic_weapon_04"	"我要讓陸地人死無葬身之地！"
"DCG_VO_tidehunter_equip_generic_weapon_05"	"我要讓他們嘗嘗恐懼的滋味。"
"DCG_VO_tidehunter_equip_generic_armor_01"	"沒有什麼能傷害我。"
"DCG_VO_tidehunter_equip_generic_armor_02"	"任何風暴都無法擊倒我。"
"DCG_VO_tidehunter_equip_generic_armor_03"	"我居然穿得下，太驚訝了。"
"DCG_VO_tidehunter_equip_generic_armor_04"	"這個夠用了。"
"DCG_VO_tidehunter_equip_generic_armor_05"	"現在誰傷得了我？"
"DCG_VO_tidehunter_equip_generic_accessory_01"	"可愛的小玩意。"
"DCG_VO_tidehunter_equip_generic_accessory_02"	"我知道該怎麼用這個。"
"DCG_VO_tidehunter_equip_generic_accessory_03"	"這個將助我一臂之力。"
"DCG_VO_tidehunter_equip_generic_accessory_04"	"又一件源自深海的寶藏。"
"DCG_VO_tidehunter_equip_generic_accessory_05"	"哈，人類的小玩意……"
"DCG_VO_tidehunter_kill_rival_01"	"去死吧！"
"DCG_VO_tidehunter_kill_rival_02"	"我刀俎上的魚肉……"
"DCG_VO_tidehunter_kill_rival_03"	"你是多沒腦子才會來挑釁我。"
"DCG_VO_tidehunter_kill_rival_04"	"我是海洋的霸主！"
"DCG_VO_tidehunter_kill_rival_05"	"你覺得你能打敗沉沒之島的競技大師？"
"DCG_VO_tidehunter_kill_rival_06"	"沒人能阻擋我。"
"DCG_VO_tidehunter_kill_rival_07"	"真可悲。"
"DCG_VO_tidehunter_kill_rival_08"	"太簡單了。"
"DCG_VO_tidehunter_kill_rival_09"	"你擋不住我。"
"DCG_VO_tidehunter_kill_rival_10"	"沒人擋得住我！"
"DCG_VO_tidehunter_use_include_01"	"深海保護著我。"
"DCG_VO_tidehunter_use_include_02"	"深海的寶藏。"
"DCG_VO_tidehunter_use_include_03"	"深海的饋贈。"
"DCG_VO_tidehunter_unique_01"	"只要我樂意，隨時都可以毀了這裡……"
"DCG_VO_tidehunter_unique_02"	"很快我就會毀滅你們所有人。"
"DCG_VO_tidehunter_unique_03"	"你還活著都是因為我大發慈悲。"
"DCG_VO_tidehunter_unique_04"	"我一個人就夠了。"
"DCG_VO_tidehunter_unique_05"	"我不需要任何幫助。"
"DCG_VO_tidehunter_unique_06"	"潮汐獵人獨秀全場……一向如此。"
"DCG_VO_tidehunter_unique_07"	"刺客……你遠道而來，只為送死。"
"DCG_VO_tidehunter_unique_08"	"我期待能把一名魅影之紗姐妹吞到肚子里。"
"DCG_VO_tidehunter_unique_09"	"你別想把我當成戰利品。"
"DCG_VO_tidehunter_unique_10"	"抱歉，賞金獵人……這筆賞金你永遠拿不到。"
"DCG_VO_tidehunter_unique_11"	"魅惑魔女，你看起來人不錯……我不吃你。"
"DCG_VO_tidehunter_unique_12"	"我們會摧毀一切……"
"DCG_VO_tidehunter_unique_13"	"斧王，我們二人搭檔，誰也擋不住。"
"DCG_VO_tidehunter_unique_14"	"我會砸開那個鐵罩子！"
"DCG_VO_tidehunter_unique_16"	"你的神跟麥爾朗恩相比，不足為道！"
"DCG_VO_tidehunter_unique_17"	"一切都結束了，你只是還沒意識到。"
"DCG_VO_tidehunter_unique_18"	"太好了！"
"DCG_VO_tidehunter_unique_19"	"我們會像巨浪一樣碾碎你！"
"DCG_VO_tidehunter_unique_20"	"我想去哪裡就去哪裡。"
"DCG_VO_tidehunter_healed_01"	"啊。"
"DCG_VO_tidehunter_healed_02"	"謝謝你。"
"DCG_VO_tidehunter_healed_03"	"非常感謝。"
"DCG_VO_tidehunter_healed_04"	"我會記住的。"
"DCG_VO_tidehunter_healed_05"	"明智的舉動。"
"DCG_VO_tidehunter_taunt_generic_01"	"畏懼我們！"
"DCG_VO_tidehunter_taunt_generic_02"	"你們沒救了！"
"DCG_VO_tidehunter_taunt_generic_03"	"你們死定了！"
"DCG_VO_tidehunter_taunt_generic_04"	"勝利屬於我！"
"DCG_VO_tidehunter_taunt_generic_05"	"摧毀遺跡！"
"DCG_VO_tidehunter_taunt_generic_06"	"我們經過的地方，片甲不留！"
"DCG_VO_tidehunter_taunt_generic_07"	"我們的勝利就像海潮一樣不可阻擋……"
"DCG_VO_tidehunter_taunt_generic_08"	"為了麥爾朗恩！"
"DCG_VO_tidehunter_taunt_generic_09"	"趁你還有命，趕快逃跑吧！"
"DCG_VO_tidehunter_taunt_generic_10"	"這是屬於我的時刻！"
"DCG_VO_tidehunter_potential_kill_01"	"死亡即將降臨……"
"DCG_VO_tidehunter_potential_kill_02"	"你會是個美味的點心。"
"DCG_VO_tidehunter_potential_kill_03"	"你躲不了我的。"
"DCG_VO_tidehunter_potential_kill_04"	"我來找你了……"
"DCG_VO_tidehunter_potential_kill_05"	"不用擔心，你很快就會死了。"
"DCG_VO_tidehunter_potential_save_01"	"你殺不死我！"
"DCG_VO_tidehunter_potential_save_02"	"如果連昆卡都殺不了我，你以為你能行嗎？"
"DCG_VO_tidehunter_potential_save_03"	"你還要再努力加把勁……"
"DCG_VO_tidehunter_potential_save_04"	"值得鼓勵。"
"DCG_VO_tidehunter_potential_save_05"	"休想。"
"DCG_VO_tidehunter_permanent_armor_01"	"我感覺不到疼痛。"
"DCG_VO_tidehunter_permanent_armor_02"	"我更耐戰了……"
"DCG_VO_tidehunter_permanent_armor_03"	"沒有人能傷害我。"
"DCG_VO_tidehunter_permanent_armor_04"	"越來越強壯。"
"DCG_VO_tidehunter_permanent_armor_05"	"陸地人不知道他們正面對什麼。"
"DCG_VO_tidehunter_permanent_attack_01"	"我的力量在增長！"
"DCG_VO_tidehunter_permanent_attack_02"	"我的力量澎湃如潮！"
"DCG_VO_tidehunter_permanent_attack_03"	"我要把所有敵人都打趴。"
"DCG_VO_tidehunter_permanent_attack_04"	"我要盡情享用我的敵人。"
"DCG_VO_tidehunter_permanent_attack_05"	"潮汐獵人崛起……"
"DCG_VO_tidehunter_permanent_health_01"	"什麼能致我於死地？"
"DCG_VO_tidehunter_permanent_health_02"	"我就是利維坦！"
