"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Pierpont y yo no estamos de acuerdo en muchas cosas, pero él fue sabio al reconocer lo peligroso que es hacer enfadar al Semblante del Vacío. No me emociona el Tratado de Claszureme, la verdad. La cronomancia era increíble. Pero, ¿sabes qué otra cosa es increíble? Que no te borren de la línea del tiempo."
"DCG_VO_earthshaker_taunt_generic_04"	"They can't hold on forever..."
"DCG_VO_earthshaker_taunt_generic_05"	"Time to end this fight!"
"DCG_VO_earthshaker_taunt_generic_06"	"Destroy our enemies!"
"DCG_VO_earthshaker_taunt_generic_07"	"Crush all who oppose us!"
"DCG_VO_earthshaker_taunt_generic_08"	"Leave no one standing!"
"DCG_VO_earthshaker_taunt_generic_09"	"End this now!"
"DCG_VO_earthshaker_taunt_generic_10"	"Bring the tower down!"
"DCG_VO_earthshaker_potential_kill_01"	"You're outmatched."
"DCG_VO_earthshaker_potential_kill_02"	"You can't escape me!"
"DCG_VO_earthshaker_potential_kill_03"	"Accept your fate..."
"DCG_VO_earthshaker_potential_kill_04"	"You fought well, but its not enough..."
"DCG_VO_earthshaker_potential_kill_05"	"You won't win."
"DCG_VO_earthshaker_potential_save_01"	"I didn't come this far just to die."
"DCG_VO_earthshaker_potential_save_02"	"You can't kill me."
"DCG_VO_earthshaker_potential_save_03"	"I won't be easy prey..."
"DCG_VO_earthshaker_potential_save_04"	"I'm not giving up..."
"DCG_VO_earthshaker_potential_save_05"	"You'll have to do better than that..."
"DCG_VO_earthshaker_permanent_armor_01"	"My flesh toughens..."
"DCG_VO_earthshaker_permanent_armor_02"	"You can't kill that which was born from rock..."
"DCG_VO_earthshaker_permanent_armor_03"	"Tougher by the moment..."
"DCG_VO_earthshaker_permanent_armor_04"	"I fear no blade."
"DCG_VO_earthshaker_permanent_armor_05"	"I'm not afraid of conflict..."
"DCG_VO_earthshaker_permanent_attack_01"	"My totem grows in strength..."
"DCG_VO_earthshaker_permanent_attack_02"	"The power of the earth flows through me.."
"DCG_VO_earthshaker_permanent_attack_03"	"I'm stronger now."
"DCG_VO_earthshaker_permanent_attack_04"	"Give me an enemy to crush."
"DCG_VO_earthshaker_permanent_attack_05"	"I'll destroy all who get in my way."
"DCG_VO_earthshaker_permanent_health_01"	"I cannot die."
"DCG_VO_earthshaker_permanent_health_02"	"I'm even stronger now..."
"DCG_VO_earthshaker_permanent_health_03"	"I won't go down without a fight..."
"DCG_VO_earthshaker_permanent_health_04"	"Let's see them try to get past me..."
"DCG_VO_earthshaker_permanent_health_05"	"I'm tougher than ever..."
"DCG_VO_earthshaker_cast_spell_01"	"Feel my power!"
"DCG_VO_earthshaker_cast_spell_02"	"You're no match for my will!"
"DCG_VO_earthshaker_cast_spell_03"	"You're not ready for this..."
"DCG_VO_earthshaker_cast_spell_04"	"I'll tear the earth asunder!"
"DCG_VO_earthshaker_cast_spell_05"	"I control this battlefield!"
"DCG_VO_earthshaker_cast_spell_06"	"Ha!"
"DCG_VO_earthshaker_cast_spell_07"	"You think you can challenge me?"
"DCG_VO_earthshaker_cast_spell_08"	"This is just a taste of what's to come..."
"DCG_VO_earthshaker_cast_spell_09"	"You can't last forever..."
"DCG_VO_earthshaker_cast_spell_10"	"Your time is running out..."
"DCG_VO_earthshaker_buff_ally_01"	"Share in my strength..."
"DCG_VO_earthshaker_buff_ally_02"	"I've come to your aid..."
"DCG_VO_earthshaker_buff_ally_03"	"We stand together..."
"DCG_VO_earthshaker_buff_ally_04"	"Stand strong..."
"DCG_VO_earthshaker_buff_ally_05"	"You will survive this battle..."
"DCG_VO_earthshaker_buff_ally_06"	"Crush our enemies..."
"DCG_VO_earthshaker_buff_ally_07"	"Be strong."
"DCG_VO_earthshaker_buff_ally_08"	"We cannot fail..."
"DCG_VO_earthshaker_buff_ally_09"	"A blessing from the Earthshaker..."
"DCG_VO_earthshaker_buff_ally_10"	"I will help you, as Kanna helped me..."
"DCG_VO_earthshaker_debuff_enemy_01"	"You're crumbling before my eyes..."
"DCG_VO_earthshaker_debuff_enemy_02"	"What chance do you have?"
"DCG_VO_earthshaker_debuff_enemy_03"	"You can't stop the inevitable..."
"DCG_VO_earthshaker_debuff_enemy_04"	"Death will come for you soon..."
"DCG_VO_earthshaker_debuff_enemy_05"	"You're living on borrowed time..."
"DCG_VO_earthshaker_debuff_enemy_06"	"You'll fall in due time..."
"DCG_VO_earthshaker_debuff_enemy_07"	"Not so mighty any more, are you?"
"DCG_VO_earthshaker_debuff_enemy_08"	"Just give up, it's only going to get worse."
"DCG_VO_earthshaker_debuff_enemy_09"	"You're a shell of what you used to be..."
"DCG_VO_earthshaker_debuff_enemy_10"	"I'll break you down piece by piece..."
"DCG_VO_earthshaker_single_target_damage_01"	"You're mine."
"DCG_VO_earthshaker_single_target_damage_02"	"I have you now..."
"DCG_VO_earthshaker_single_target_damage_03"	"I have more power than you can fathom..."
"DCG_VO_earthshaker_single_target_damage_04"	"Demasiado fácil..."
"DCG_VO_earthshaker_single_target_damage_05"	"I'm just getting started..."
"DCG_VO_earthshaker_single_target_damage_06"	"Feel my strength..."
"DCG_VO_earthshaker_single_target_damage_07"	"I will destroy you..."
"DCG_VO_earthshaker_single_target_damage_08"	"Your life is forfeit..."
"DCG_VO_earthshaker_single_target_damage_09"	"You can't stand against us..."
"DCG_VO_earthshaker_single_target_damage_10"	"You were never going to win..."
"DCG_VO_earthshaker_multi_damage_small_01"	"This is a fraction of what I'm capable of..."
"DCG_VO_earthshaker_multi_damage_small_02"	"I can handle these worms..."
"DCG_VO_earthshaker_multi_damage_small_03"	"¡Acabaré con todos ustedes!"
"DCG_VO_earthshaker_multi_damage_small_04"	"Leave this to me..."
"DCG_VO_earthshaker_multi_damage_small_05"	"Allow me to make some room..."
"DCG_VO_earthshaker_multi_damage_small_06"	"Let me declutter the battlefield..."
"DCG_VO_earthshaker_multi_damage_small_07"	"I'll remove these...distractions..."
"DCG_VO_earthshaker_multi_damage_small_08"	"I'm not scared of minions..."
"DCG_VO_earthshaker_multi_damage_small_09"	"Time to even the odds..."
"DCG_VO_earthshaker_multi_damage_small_10"	"Let me remind you who you're dealing with..."
"DCG_VO_earthshaker_multi_damage_large_01"	"WE GO TOGETHER!"
"DCG_VO_earthshaker_multi_damage_large_02"	"It's all over!"
"DCG_VO_earthshaker_multi_damage_large_03"	"It ends here!"
"DCG_VO_earthshaker_multi_damage_large_04"	"Feel the power of Earthshaker!"
"DCG_VO_earthshaker_multi_damage_large_05"	"There is no limit to my power..."
"DCG_VO_earthshaker_multi_damage_large_06"	"You've left me no choice..."
"DCG_VO_earthshaker_multi_damage_large_07"	"This is the end for you..."
"DCG_VO_earthshaker_multi_damage_large_08"	"BEHOLD MY POWER!"
"DCG_VO_earthshaker_multi_damage_large_09"	"I will crack the mountains wide!"
"DCG_VO_earthshaker_multi_damage_large_10"	"This is the extent of my power!"
"DCG_VO_earthshaker_pleased_01"	"Good."
"DCG_VO_earthshaker_pleased_02"	"Well done."
"DCG_VO_earthshaker_pleased_03"	"Acceptable."
"DCG_VO_earthshaker_pleased_04"	"This is working nicely..."
"DCG_VO_earthshaker_pleased_05"	"Just as we planned."
"DCG_VO_earthshaker_pleased_06"	"Mmm."
"DCG_VO_earthshaker_pleased_07"	"Yes!"
"DCG_VO_earthshaker_pleased_08"	"That was unexpected..."
"DCG_VO_earthshaker_pleased_09"	"Interesting..."
"DCG_VO_earthshaker_pleased_10"	"Oooo...."
"DCG_VO_earthshaker_concerned_01"	"Mmm."
"DCG_VO_earthshaker_concerned_02"	"We need a plan..."
"DCG_VO_earthshaker_concerned_03"	"This is not ideal..."
"DCG_VO_earthshaker_concerned_04"	"We can pull this off... I think..."
"DCG_VO_earthshaker_concerned_05"	"This is troubling..."
"DCG_VO_earthshaker_concerned_06"	"We need to figure this out..."
"DCG_VO_earthshaker_concerned_07"	"This is a problem..."
"DCG_VO_earthshaker_concerned_08"	"We have to stop them..."
"DCG_VO_earthshaker_concerned_09"	"we're running out of time.."
"DCG_VO_earthshaker_concerned_10"	"We need to think fast..."
"DCG_VO_earthshaker_angry_01"	"Damn!"
"DCG_VO_earthshaker_angry_02"	"Oh come on!"
"DCG_VO_earthshaker_angry_03"	"This is absurd!"
"DCG_VO_earthshaker_angry_04"	"Unbelievable!"
"DCG_VO_earthshaker_angry_05"	"How dare you!"
"DCG_VO_earthshaker_angry_06"	"This is madness!"
"DCG_VO_earthshaker_angry_07"	"You brought this on yourself!"
"DCG_VO_earthshaker_angry_08"	"You'll pay for that!"
"DCG_VO_earthshaker_angry_09"	"I will grind your body to dust..."
"DCG_VO_earthshaker_angry_10"	"I'll bury you in the earth..."
"DCG_VO_earthshaker_arrogant_01"	"Who dare oppose me?"
"DCG_VO_earthshaker_arrogant_02"	"Pathetic..."
"DCG_VO_earthshaker_arrogant_03"	"I was expecting a challenge..."
"DCG_VO_earthshaker_arrogant_04"	"This is no test of my skill..."
"DCG_VO_earthshaker_arrogant_05"	"I could crush you with the wave of my hand..."
"DCG_VO_earthshaker_arrogant_06"	"Yield now, and spare yourself the humiliation..."
"DCG_VO_earthshaker_arrogant_07"	"There's no shame in admitting you're outmatched..."
"DCG_VO_earthshaker_arrogant_08"	"You were never my equal."
"DCG_VO_earthshaker_arrogant_09"	"This was over from the moment you walked on the battlefield..."
"DCG_VO_earthshaker_arrogant_10"	"Do I need to remind you who I am?"
"DCG_VO_earthshaker_enigmatic_01"	"The drum of war beats loudly..."
"DCG_VO_earthshaker_enigmatic_02"	"I am elemental earth made flesh."
"DCG_VO_earthshaker_enigmatic_03"	"The power of the earth itself courses through me..."
"DCG_VO_earthshaker_enigmatic_04"	"I fear nothing."
"DCG_VO_earthshaker_enigmatic_05"	"No one is my equal..."
"DCG_VO_earthshaker_enigmatic_06"	"You're about to behold something wondrous and terrible..."
"DCG_VO_earthshaker_enigmatic_07"	"My totem calls to me..."
"DCG_VO_earthshaker_enigmatic_08"	"That drum you hear is the sound of your undoing..."
"DCG_VO_earthshaker_enigmatic_09"	"Better to die on this battlefield than to live as a rock..."
"DCG_VO_earthshaker_enigmatic_10"	"My soul is unbreakable..."
"DCG_VO_earthshaker_death_01"	"<i>Screams</i>"
"DCG_VO_drow_ranger_intro"	"Power is a funny thing. It's something we all want but are taught to be ashamed to seek. But power is neither good nor evil. It's freedom, It's the ability to live the life you choose, on the terms that you want. People like to criticize where that power came from but in time, history forgets... and only remembers what you chose to do with it. People can judge me for helping Kanna. But in time they will understand."
"DCG_VO_drow_avernus_blessing_new"	"If Abaddon isn't willing to share the Mist of Avernus, I'll just have to find a way to take it."
"DCG_VO_drow_ranger_caught_unprepared"	"You don't need a gun, just a drop on the guy who has one."
"DCG_VO_drow_ranger_friendly_fire"	"Friends always let you down."
"DCG_VO_drow_ranger_grazing_shot"	"Listen I'm not saying Wind Ranger is a bad shot, I'm saying she's an aggressively mediocre shot."
"DCG_VO_drow_ranger_gust"	"Never take victory for granted... the moment you assume there's nothing an enemy can do to stop you, is the moment you're most likely to lose."
"DCG_VO_drow_ranger_juke"	"I've lived a long as I have because I always stay mobile..."
"DCG_VO_drow_ranger_equip_generic_weapon_01"	"Just what I needed..."
"DCG_VO_drow_ranger_equip_generic_weapon_02"	"I'll make short work of my enemies."
"DCG_VO_drow_ranger_equip_generic_weapon_03"	"There's nothing I can't hunt."
"DCG_VO_drow_ranger_equip_generic_weapon_04"	"I think I can make this work..."
"DCG_VO_drow_ranger_equip_generic_weapon_05"	"I'd run if I were you..."
"DCG_VO_drow_ranger_equip_generic_armor_01"	"I'm not leaving the battlefield..."
"DCG_VO_drow_ranger_equip_generic_armor_02"	"Good, I want to be around as long as I can."
"DCG_VO_drow_ranger_equip_generic_armor_03"	"Smart investment."
"DCG_VO_drow_ranger_equip_generic_armor_04"	"I'm always one step ahead..."
"DCG_VO_drow_ranger_equip_generic_armor_05"	"I'm a survivor..."
"DCG_VO_drow_ranger_equip_generic_accessory_01"	"The longer I'm alive, the longer I can help the rest of you..."
"DCG_VO_drow_ranger_equip_generic_accessory_02"	"I'm not going anywhere."
"DCG_VO_drow_ranger_equip_generic_accessory_03"	"I can use this..."
"DCG_VO_drow_ranger_equip_generic_accessory_04"	"Perfect."
"DCG_VO_drow_ranger_equip_generic_accessory_05"	"Just what I was looking for."
"DCG_VO_drow_ranger_kill_rival_01"	"You won't survive this."
"DCG_VO_drow_ranger_kill_rival_02"	"Goodnight."
"DCG_VO_drow_ranger_kill_rival_03"	"It's not personal."
"DCG_VO_drow_ranger_kill_rival_04"	"You were never leaving this place."
"DCG_VO_drow_ranger_kill_rival_05"	"You never should have came here."
"DCG_VO_drow_ranger_kill_rival_06"	"No one is my equal."
"DCG_VO_drow_ranger_kill_rival_07"	"There's no shame in dying to the best."
"DCG_VO_drow_ranger_kill_rival_08"	"It was inevitable."
"DCG_VO_drow_ranger_kill_rival_09"	"Let's see that twerp Wind Ranger do that..."
"DCG_VO_drow_ranger_kill_rival_10"	"Demasiado fácil."
"DCG_VO_drow_ranger_use_include_01"	"I don't think so..."
"DCG_VO_drow_ranger_use_include_02"	"Be silent."
"DCG_VO_drow_ranger_use_include_03"	"No more tricks."
"DCG_VO_drow_ranger_unique_01"	"At least you'll die with a smile on your face."
"DCG_VO_drow_ranger_unique_02"	"You're a zealot Prellex..."
"DCG_VO_drow_ranger_unique_03"	"You've gone too far, Kanna..."
"DCG_VO_drow_ranger_unique_04"	"I love working with you Rooftrellen..."
"DCG_VO_drow_ranger_unique_05"	"This is my time of triumph, not yours..."
"DCG_VO_drow_ranger_unique_06"	"Oh no you don't!"
"DCG_VO_drow_ranger_unique_07"	"I'm not taking any chances..."
"DCG_VO_drow_ranger_unique_08"	"I'm not going to wait and find out what you had planned..."
"DCG_VO_drow_ranger_unique_09"	"A deal's a deal Kanna, just remember to hold up your end of the bargain."
"DCG_VO_drow_ranger_unique_10"	"You have power Kanna, I can respect that..."
"DCG_VO_drow_ranger_unique_11"	"I'll help, but don't expect me to worship a rock anytime soon..."
"DCG_VO_drow_ranger_unique_12"	"So long as you don’t expect me to go to your little temple we'll get along just fine."
"DCG_VO_drow_ranger_unique_13"	"You are a freakishly cheerful woman Rylai..."
"DCG_VO_drow_ranger_unique_14"	"It's not a bow, but it's close enough."
"DCG_VO_drow_ranger_unique_15"	"I think its time I call a few friends..."
"DCG_VO_drow_ranger_unique_16"	"I'll lead you to victory..."
"DCG_VO_drow_ranger_unique_17"	"Stick with me and well win this in no time..."
"DCG_VO_drow_ranger_unique_18"	"I'm sorry about what happened to your family Lycan..."
"DCG_VO_drow_ranger_unique_19"	"The longer you can keep me alive the better"
"DCG_VO_drow_ranger_unique_20"	"Keep me safe Rooftrellen, I have work to do..."
"DCG_VO_drow_ranger_healed_01"	"Aaah."
"DCG_VO_drow_ranger_healed_02"	"Thanks"
"DCG_VO_drow_ranger_healed_03"	"I appreciate it"
"DCG_VO_drow_ranger_healed_04"	"I'm not used to acts of kindness"
"DCG_VO_drow_ranger_healed_05"	"I owe you."
"DCG_VO_drow_ranger_taunt_generic_01"	"Leave this to me...."
"DCG_VO_drow_ranger_taunt_generic_02"	"Esto va a ser rápido…"
"DCG_VO_drow_ranger_taunt_generic_03"	"They're really going to hate me..."
"DCG_VO_drow_ranger_taunt_generic_04"	"They know we're a threat.."
"DCG_VO_drow_ranger_taunt_generic_05"	"Don't get cocky."
"DCG_VO_drow_ranger_taunt_generic_06"	"This is our battle to lose."
"DCG_VO_drow_ranger_taunt_generic_07"	"This is going to be fun..."
"DCG_VO_drow_ranger_taunt_generic_08"	"We have them right were we want them..."
"DCG_VO_drow_ranger_taunt_generic_09"	"Just like I planned."
"DCG_VO_drow_ranger_taunt_generic_10"	"This is going easier than I thought..."
"DCG_VO_drow_ranger_potential_kill_01"	"Say goodnight."
"DCG_VO_drow_ranger_potential_kill_02"	"Sweet dreams."
"DCG_VO_drow_ranger_potential_kill_03"	"Goodbye."
"DCG_VO_drow_ranger_potential_kill_04"	"I'll make it quick."
"DCG_VO_drow_ranger_potential_kill_05"	"Don't worry, it'll be a clean death."
"DCG_VO_drow_ranger_potential_save_01"	"You really thought you could kill me?"
"DCG_VO_drow_ranger_potential_save_02"	"You're not in my league."
"DCG_VO_drow_ranger_potential_save_03"	"Nice try."
"DCG_VO_drow_ranger_potential_save_04"	"Not today."
"DCG_VO_drow_ranger_potential_save_05"	"I'm not dying today."
"DCG_VO_drow_ranger_permanent_armor_01"	"I needed this."
"DCG_VO_drow_ranger_permanent_armor_02"	"They won't be ready for this..."
"DCG_VO_drow_ranger_permanent_armor_03"	"No le temo a nadie."
"DCG_VO_drow_ranger_permanent_armor_04"	"¡Estoy lista para luchar!"
"DCG_VO_drow_ranger_permanent_armor_05"	"Mantendré mi posición."
"DCG_VO_drow_ranger_permanent_attack_01"	"Mi puntería es certera."
"DCG_VO_drow_ranger_permanent_attack_02"	"Nuestros enemigos se arrepentirán de haber venido."
"DCG_VO_drow_ranger_permanent_attack_03"	"Nadie puede escapar a mi arco."
"DCG_VO_drow_ranger_permanent_attack_04"	"Es hora de pasar a la caza mayor..."
"DCG_VO_drow_ranger_permanent_attack_05"	"Mis enemigos llorarán..."
"DCG_VO_drow_ranger_permanent_health_01"	"Semejante poder..."
"DCG_VO_drow_ranger_permanent_health_02"	"Me siento... revitalizada..."
"DCG_VO_drow_ranger_permanent_health_03"	"Tal como lo había planeado..."
"DCG_VO_drow_ranger_permanent_health_04"	"Lo necesitaba..."
"DCG_VO_drow_ranger_permanent_health_05"	"Nadie va a matarme..."
"DCG_VO_drow_ranger_cast_spell_01"	"Siempre tengo un plan..."
"DCG_VO_drow_ranger_cast_spell_02"	"Todo problema tiene solución..."
"DCG_VO_drow_ranger_cast_spell_03"	"Me parece adorable que creas que puedes ganar..."
"DCG_VO_drow_ranger_cast_spell_04"	"No sabes con quién te estás metiendo, ¿verdad?"
"DCG_VO_drow_ranger_cast_spell_05"	"A veces conviene emplear un enfoque más sutil..."
"DCG_VO_drow_ranger_cast_spell_06"	"Por algo soy una leyenda..."
"DCG_VO_drow_ranger_cast_spell_07"	"Temerme es de sabios."
"DCG_VO_drow_ranger_cast_spell_08"	"No temas. Pronto habrá terminado todo."
"DCG_VO_drow_ranger_cast_spell_09"	"No tan rápido."
"DCG_VO_drow_ranger_cast_spell_10"	"¡Esto aún no ha terminado!"
"DCG_VO_drow_ranger_buff_ally_01"	"¡Aquí tienes!"
"DCG_VO_drow_ranger_buff_ally_02"	"Estoy a tu lado."
"DCG_VO_drow_ranger_buff_ally_03"	"Toma esto para el combate."
"DCG_VO_drow_ranger_buff_ally_04"	"Podemos hacer esto juntos."
"DCG_VO_drow_ranger_buff_ally_05"	"Yo te cubro la espalda..."
"DCG_VO_drow_ranger_buff_ally_06"	"¡Sigue luchando!"
"DCG_VO_drow_ranger_buff_ally_07"	"Vas a convertirte en una fuerza descomunal..."
"DCG_VO_drow_ranger_buff_ally_08"	"No me sirves de nada sin vida."
"DCG_VO_drow_ranger_buff_ally_09"	"Nos necesitamos..."
"DCG_VO_drow_ranger_buff_ally_10"	"Aún nos queda trabajo por hacer..."
"DCG_VO_drow_ranger_debuff_enemy_01"	"Ya no eres tan imponente, ¿verdad?"
"DCG_VO_drow_ranger_debuff_enemy_02"	"¿Qué pasa?"
"DCG_VO_drow_ranger_debuff_enemy_03"	"Déjame que te baje esos humos..."
"DCG_VO_drow_ranger_debuff_enemy_04"	"Antes dabas mucho más miedo..."
"DCG_VO_drow_ranger_debuff_enemy_05"	"No me asustas."
"DCG_VO_drow_ranger_debuff_enemy_06"	"He cazado presas más grandes."
"DCG_VO_drow_ranger_debuff_enemy_07"	"Esto apenas comienza..."
"DCG_VO_drow_ranger_debuff_enemy_08"	"Voy por ti."
"DCG_VO_drow_ranger_debuff_enemy_09"	"Primero te debilito, luego te mato."
"DCG_VO_drow_ranger_debuff_enemy_10"	"Tic, tac..."
"DCG_VO_drow_ranger_single_target_damage_01"	"Vas a morir."
"DCG_VO_drow_ranger_single_target_damage_02"	"Veamos cuánto aguantas."
"DCG_VO_drow_ranger_single_target_damage_03"	"Siempre doy en el blanco."
"DCG_VO_drow_ranger_single_target_damage_04"	"No descansaré hasta que mueras."
"DCG_VO_drow_ranger_single_target_damage_05"	"No saldrás de aquí con vida."
"DCG_VO_drow_ranger_single_target_damage_06"	"He matado a mejores."
"DCG_VO_drow_ranger_single_target_damage_07"	"¡Aún hay más!"
"DCG_VO_drow_ranger_single_target_damage_08"	"Acabaré contigo."
"DCG_VO_drow_ranger_single_target_damage_09"	"Tienes los días contados."
"DCG_VO_drow_ranger_single_target_damage_10"	"No falta mucho."
"DCG_VO_drow_ranger_multi_damage_small_01"	"Deberías haber traído más amigos."
"DCG_VO_drow_ranger_multi_damage_small_02"	"¡Haré lo que pueda!"
"DCG_VO_drow_ranger_multi_damage_small_03"	"¡No dejen de presionar!"
"DCG_VO_drow_ranger_multi_damage_small_04"	"¡Podemos con ellos!"
"DCG_VO_drow_ranger_multi_damage_small_05"	"¡A ver si la Arquera del Viento es capaz de hacer eso!"
"DCG_VO_drow_ranger_multi_damage_small_06"	"Van a ver de lo que soy capaz..."
"DCG_VO_drow_ranger_multi_damage_small_07"	"¡Que caigan las flechas!"
"DCG_VO_drow_ranger_multi_damage_small_08"	"Los exterminaré."
"DCG_VO_drow_ranger_multi_damage_small_09"	"Dame un poco de tiempo..."
"DCG_VO_drow_ranger_multi_damage_small_10"	"Puedo con estos tipos..."
"DCG_VO_drow_ranger_multi_damage_large_01"	"Se acabó."
"DCG_VO_drow_ranger_multi_damage_large_02"	"Yo me ocupo de esto."
"DCG_VO_drow_ranger_multi_damage_large_03"	"Ustedes no están a mi nivel."
"DCG_VO_drow_ranger_multi_damage_large_04"	"¡Acabaré con todos ustedes!"
"DCG_VO_drow_ranger_multi_damage_large_05"	"¡Esto acaba ahora!"
"DCG_VO_drow_ranger_multi_damage_large_06"	"¡Esto termina aquí!"
"DCG_VO_drow_ranger_multi_damage_large_07"	"¡No me importa cuántos sean!"
"DCG_VO_drow_ranger_multi_damage_large_08"	"No vamos a ninguna parte..."
"DCG_VO_drow_ranger_multi_damage_large_09"	"Necesitarán traer más amigos...."
"DCG_VO_drow_ranger_multi_damage_large_10"	"Jamás tuviste oportunidad"
"DCG_VO_drow_ranger_pleased_01"	"Bien."
"DCG_VO_drow_ranger_pleased_02"	"Me gusta."
"DCG_VO_drow_ranger_pleased_03"	"Excelente."
"DCG_VO_drow_ranger_pleased_04"	"Esto no podría ir mejor."
"DCG_VO_drow_ranger_pleased_05"	"Esto me alegró el día."
"DCG_VO_drow_ranger_pleased_06"	"Mmm."
"DCG_VO_drow_ranger_pleased_07"	"Nada mal."
"DCG_VO_drow_ranger_pleased_08"	"Estoy impresionada..."
"DCG_VO_drow_ranger_pleased_09"	"Parece que después de todo no eres tan inútil..."
"DCG_VO_drow_ranger_pleased_10"	"Nada mal."
"DCG_VO_drow_ranger_concerned_01"	"Mmm..."
"DCG_VO_drow_ranger_concerned_02"	"Esto no pinta bien."
"DCG_VO_drow_ranger_concerned_03"	"No estoy segura de esto..."
"DCG_VO_drow_ranger_concerned_04"	"Esto no va como lo había planeado..."
"DCG_VO_drow_ranger_concerned_05"	"Creo que vamos perdiendo..."
"DCG_VO_drow_ranger_concerned_06"	"Necesitamos un nuevo plan..."
"DCG_VO_drow_ranger_concerned_07"	"Esto pinta mal..."
"DCG_VO_drow_ranger_concerned_08"	"No lo vi venir..."
"DCG_VO_drow_ranger_concerned_09"	"Mal asunto."
"DCG_VO_drow_ranger_concerned_10"	"Piensa, Traxex..."
"DCG_VO_drow_ranger_angry_01"	"¡Maldita sea!"
"DCG_VO_drow_ranger_angry_02"	"¡Esto no ha acabado!"
"DCG_VO_drow_ranger_angry_03"	"¡¿Cómo te atreves?!"
"DCG_VO_drow_ranger_angry_04"	"¡Pagarás por esto!"
"DCG_VO_drow_ranger_angry_05"	"¡¿Cómo te atreves?!"
"DCG_VO_drow_ranger_angry_06"	"¡Te arrepentirás de haber venido!"
"DCG_VO_drow_ranger_angry_07"	"¡Será el último error que cometas!"
"DCG_VO_drow_ranger_angry_08"	"Tienes tanto por lo que responder..."
"DCG_VO_drow_ranger_angry_09"	"Me tomaré mi tiempo contigo..."
"DCG_VO_drow_ranger_angry_10"	"Ansío hacerte sufrir..."
"DCG_VO_drow_ranger_arrogant_01"	"¿Sabes quién soy?"
"DCG_VO_drow_ranger_arrogant_02"	"No hay nadie mejor que yo."
"DCG_VO_drow_ranger_arrogant_03"	"Veamos si la Arquera del Viento lo hace mejor..."
"DCG_VO_drow_ranger_arrogant_04"	"Hago que parezca fácil."
"DCG_VO_drow_ranger_arrogant_05"	"Al menos podrían intentarlo..."
"DCG_VO_drow_ranger_arrogant_06"	"Yo esperaba un desafío más complicado..."
"DCG_VO_drow_ranger_arrogant_07"	"Algún día encontraré un desafío de verdad..."
"DCG_VO_drow_ranger_arrogant_08"	"Intenta mantener el ritmo."
"DCG_VO_drow_ranger_arrogant_09"	"Está claro que no sabes quién soy..."
"DCG_VO_drow_ranger_arrogant_10"	"Te enseñaré con quién te estás metiendo..."
"DCG_VO_drow_ranger_enigmatic_01"	"El viento susurra..."
"DCG_VO_drow_ranger_enigmatic_02"	"Sé lo que es el frío..."
"DCG_VO_drow_ranger_enigmatic_03"	"A veces el poder exige sacrificio."
"DCG_VO_drow_ranger_enigmatic_04"	"No me enorgullezco de esto."
"DCG_VO_drow_ranger_enigmatic_05"	"No tenía elección."
"DCG_VO_drow_ranger_enigmatic_06"	"Eres tú o yo."
"DCG_VO_drow_ranger_enigmatic_07"	"Esto es solo una pequeña muestra de lo que soy capaz."
"DCG_VO_drow_ranger_enigmatic_08"	"No tienes ni idea de lo que soy capaz."
"DCG_VO_drow_ranger_enigmatic_09"	"Créeme, te fue bien."
"DCG_VO_drow_ranger_enigmatic_10"	"Esto apenas comienza..."
"DCG_VO_drow_ranger_death_01"	"<i>gritos</i>"
"DCG_VO_kanna_intro"	"Soy una mujer de palabra. Prometí a mi madre que encontraría el modo de arreglar mi cuerpo frágil y encontré la salvación en la Oscuridad. A cambio, les prometí un poderoso ejército... y aquí estás tú. Cuando construimos esta ciudadela, prometí darte un cometido... y lo has hallado en la gloria de la batalla y en el honor de servir a la Oscuridad. Soy una mujer de palabra y hoy hago una nueva promesa: el cuerpo de Prélex pronto será aplastado por los escombros de su falso dios y ese día recibirás una recompensa de valor inimaginable."
"DCG_VO_kanna_diabolic_revalation_intro"	"A mi madre le gusta hablar de los deseos de los Ancestros: orden, paz, devoción. Pero se equivoca. Los Ancestros solo quieren una cosa: sangre."
"DCG_VO_kanna_call_the_reserves_intro"	"Nada puede huir de la ira de la Oscuridad."
"DCG_VO_kanna_prey_on_the_weak_intro"	"Ver a esos fanáticos del Resplandor corriendo por sus vidas es algo me produce una satisfacción especial."
"DCG_VO_kanna_hound_of_war_intro"	"Huelen la sangre, pero lo que rastrean es el miedo."
"DCG_VO_kanna_altar_of_the_mad_moon"	"Madre entona cantos sobre la benevolencia del Resplandor, pero he visto lo que quieren realmente, lo que están dispuestos a hacer... Y yo nunca seré su esclava."
"DCG_VO_kanna_annihilation"	"Temer el poder de los Ancestros es de sabios..."
"DCG_VO_kanna_better_late_than_never"	"El ejército de Prélex crece cada día que pasa. Por ahora están desorganizados, pero conozco a mi madre. No tardarán en convertirse en una amenaza."
"DCG_VO_kanna_compel"	"Algunos nacen para gobernar. La mayoría vive para obedecer."
"DCG_VO_kanna_equip_generic_weapon_01"	"Estoy lista para luchar."
"DCG_VO_kanna_equip_generic_weapon_02"	"Haré buen uso de esto."
"DCG_VO_kanna_equip_generic_weapon_03"	"Perfecto."
"DCG_VO_kanna_equip_generic_weapon_04"	"Mataré a nuestros enemigos."
