"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"皮尔庞特与我时常意见相左，但是他很聪明，知道激怒虚空假面有多危险。我不是很喜欢超维视界条约，因为操纵时空很好玩。但你知道还有什么更好玩吗？就是不让自己的时间线被抹去。"
"DCG_VO_ogre_magi_potential_save_01"	"我们什么都想到了！"
"DCG_VO_ogre_magi_potential_save_02"	"我们是聪明的食人魔，你骗不过我们的！"
"DCG_VO_ogre_magi_potential_save_03"	"今天我还不想死……"
"DCG_VO_ogre_magi_potential_save_04"	"哈！"
"DCG_VO_ogre_magi_potential_save_05"	"你没想到吧！"
"DCG_VO_ogre_magi_permanent_armor_01"	"有谁比我们更耐打？没有！"
"DCG_VO_ogre_magi_permanent_armor_02"	"我们今天死不了……"
"DCG_VO_ogre_magi_permanent_armor_03"	"我喜欢这种感觉……"
"DCG_VO_ogre_magi_permanent_armor_04"	"这样就更耐打了……"
"DCG_VO_ogre_magi_permanent_armor_05"	"没人能干掉我们……"
"DCG_VO_ogre_magi_permanent_attack_01"	"我觉得自己又变壮了……"
"DCG_VO_ogre_magi_permanent_attack_02"	"我更加强壮了……"
"DCG_VO_ogre_magi_permanent_attack_03"	"有谁比我们更强？没有！"
"DCG_VO_ogre_magi_permanent_attack_04"	"谁想打架？我！我！"
"DCG_VO_ogre_magi_permanent_attack_05"	"我们去干架吧……"
"DCG_VO_ogre_magi_permanent_health_01"	"我们需要照顾好自己……"
"DCG_VO_ogre_magi_permanent_health_02"	"多点安全措施也没有坏处……"
"DCG_VO_ogre_magi_permanent_health_03"	"他们竟然以为能杀死我们？哈！"
"DCG_VO_ogre_magi_permanent_health_04"	"我看起来如何？看起来准备好上战场了……"
"DCG_VO_ogre_magi_permanent_health_05"	"我准备好战斗了……"
"DCG_VO_ogre_magi_cast_spell_01"	"看看我们的本事……"
"DCG_VO_ogre_magi_cast_spell_02"	"希望这会有用，当然有用了。"
"DCG_VO_ogre_magi_cast_spell_03"	"现在轮到我们了！"
"DCG_VO_ogre_magi_cast_spell_04"	"看好了！"
"DCG_VO_ogre_magi_cast_spell_05"	"事情都在我们的掌控下！"
"DCG_VO_ogre_magi_cast_spell_06"	"该去给他们露一手了……"
"DCG_VO_ogre_magi_cast_spell_07"	"我们还带了几个朋友……"
"DCG_VO_ogre_magi_cast_spell_08"	"快来帮我们！"
"DCG_VO_ogre_magi_cast_spell_09"	"我认为该叫些朋友来帮忙了。我同意。"
"DCG_VO_ogre_magi_cast_spell_10"	"他们真以为自己占上风呢，好好笑喔……"
"DCG_VO_ogre_magi_buff_ally_01"	"帮你一下……"
"DCG_VO_ogre_magi_buff_ally_02"	"这就叫够义气……"
"DCG_VO_ogre_magi_buff_ally_03"	"你看起来需要帮忙……"
"DCG_VO_ogre_magi_buff_ally_04"	"交给我吧……"
"DCG_VO_ogre_magi_buff_ally_05"	"好好去玩吧……"
"DCG_VO_ogre_magi_buff_ally_06"	"这个送你……"
"DCG_VO_ogre_magi_buff_ally_07"	"朋友就该互相照顾……"
"DCG_VO_ogre_magi_buff_ally_08"	"记着，我们挺你……"
"DCG_VO_ogre_magi_buff_ally_09"	"接下来是见证奇迹的时刻……"
"DCG_VO_ogre_magi_buff_ally_10"	"希望能帮到你……"
"DCG_VO_ogre_magi_debuff_enemy_01"	"怎么了？"
"DCG_VO_ogre_magi_debuff_enemy_02"	"你看起来不太舒服啊。"
"DCG_VO_ogre_magi_debuff_enemy_03"	"这样更好打烂……"
"DCG_VO_ogre_magi_debuff_enemy_04"	"你以为我们就只是乱打一通吗？"
"DCG_VO_ogre_magi_debuff_enemy_05"	"你是骗不了我们的！或许能呼弄你。好吧，但你不会上当。"
"DCG_VO_ogre_magi_debuff_enemy_06"	"看看你怎么应付这个……"
"DCG_VO_ogre_magi_debuff_enemy_07"	"你根本还没准备好……"
"DCG_VO_ogre_magi_debuff_enemy_08"	"有人今天真不走运……"
"DCG_VO_ogre_magi_debuff_enemy_09"	"你不会觉得自己能打赢吧？"
"DCG_VO_ogre_magi_debuff_enemy_10"	"你终于栽在我们手里了……"
"DCG_VO_ogre_magi_single_target_damage_01"	"去死吧！"
"DCG_VO_ogre_magi_single_target_damage_02"	"去死吧！"
"DCG_VO_ogre_magi_single_target_damage_03"	"我要把你碾成肉泥！"
"DCG_VO_ogre_magi_single_target_damage_04"	"我来对付这家伙！"
"DCG_VO_ogre_magi_single_target_damage_05"	"尝尝这个！"
"DCG_VO_ogre_magi_single_target_damage_06"	"终于逮到你了！"
"DCG_VO_ogre_magi_single_target_damage_07"	"你逃不掉的！"
"DCG_VO_ogre_magi_single_target_damage_08"	"你不可能打得过我们两个！"
"DCG_VO_ogre_magi_single_target_damage_09"	"你的对手是我！"
"DCG_VO_ogre_magi_single_target_damage_10"	"我们不怕你……"
"DCG_VO_ogre_magi_multi_damage_small_01"	"这帮家伙就交给我们解决吧，当然主要是交给我。"
"DCG_VO_ogre_magi_multi_damage_small_02"	"看看这帮只有一个脑袋的蠢货。"
"DCG_VO_ogre_magi_multi_damage_small_03"	"他们人到底有多少？太少了。"
"DCG_VO_ogre_magi_multi_damage_small_04"	"慢慢来别急，我的魔法干掉你们绰绰有余。"
"DCG_VO_ogre_magi_multi_damage_small_05"	"处里一下好吗？行，我来搞定。"
"DCG_VO_ogre_magi_multi_damage_small_06"	"不用急，人人有份……"
"DCG_VO_ogre_magi_multi_damage_small_07"	"我来对付他们，好的……"
"DCG_VO_ogre_magi_multi_damage_small_08"	"没什么是我搞不定的……"
"DCG_VO_ogre_magi_multi_damage_small_09"	"你还得再努力一点……"
"DCG_VO_ogre_magi_multi_damage_small_10"	"你有主意吗？当然有了……"
"DCG_VO_ogre_magi_multi_damage_large_01"	"又来了一大群，别担心，交给我吧……"
"DCG_VO_ogre_magi_multi_damage_large_02"	"你知道我们该干什么吧……我当然知道……"
"DCG_VO_ogre_magi_multi_damage_large_03"	"他们不管来多少人都没有用！"
"DCG_VO_ogre_magi_multi_damage_large_04"	"这主意烂透了……"
"DCG_VO_ogre_magi_multi_damage_large_05"	"我们能成功脱身吗？不太可能。"
"DCG_VO_ogre_magi_multi_damage_large_06"	"你逃不出我的手掌心了……"
"DCG_VO_ogre_magi_multi_damage_large_07"	"你中计了……"
"DCG_VO_ogre_magi_multi_damage_large_08"	"战斗结束了……"
"DCG_VO_ogre_magi_multi_damage_large_09"	"我们才是最强的！"
"DCG_VO_ogre_magi_multi_damage_large_10"	"我们准备要大开杀戒了……"
"DCG_VO_ogre_magi_pleased_01"	"一切都非常好。是的，没错……"
"DCG_VO_ogre_magi_pleased_02"	"真是再好不过了……"
"DCG_VO_ogre_magi_pleased_03"	"就连你的丑脸也不会影响我的好心情，真太伤感情了。"
"DCG_VO_ogre_magi_pleased_04"	"我觉得我们会赢。那当然！"
"DCG_VO_ogre_magi_pleased_05"	"喔，我们的朋友都来了！"
"DCG_VO_ogre_magi_pleased_06"	"是谁说食人魔都办事不力……"
"DCG_VO_ogre_magi_pleased_07"	"你觉得状况怎样？我觉得很不错。我也是。"
"DCG_VO_ogre_magi_pleased_08"	"上一次这么开心，是我们刚学会烧人干的时候……"
"DCG_VO_ogre_magi_pleased_09"	"我喜欢玩火。我也是……"
"DCG_VO_ogre_magi_pleased_10"	"焦香酥脆，我们就喜欢这个口感……"
"DCG_VO_ogre_magi_concerned_01"	"糟糕，糟糕透顶了。"
"DCG_VO_ogre_magi_concerned_02"	"情况看起来不太乐观，我也觉得不大妙……"
"DCG_VO_ogre_magi_concerned_03"	"我们需要一个计划。"
"DCG_VO_ogre_magi_concerned_04"	"接下来该怎么办？"
"DCG_VO_ogre_magi_concerned_05"	"呃……要怎么样才能不死翘翘？我在想了，我在想了！"
"DCG_VO_ogre_magi_concerned_06"	"只要我们能保持冷静就不会死…… 我们死定了！"
"DCG_VO_ogre_magi_concerned_07"	"我们应该要害怕才是，对吧？对。"
"DCG_VO_ogre_magi_concerned_08"	"我们要怎样才不会死？我正在想办法。我们没救了。"
"DCG_VO_ogre_magi_concerned_09"	"居然会这样……"
"DCG_VO_ogre_magi_concerned_10"	"不可能的！"
"DCG_VO_ogre_magi_angry_01"	"我们不是笨蛋！你才是笨蛋！"
"DCG_VO_ogre_magi_angry_02"	"你行的话你上啊！"
"DCG_VO_ogre_magi_angry_03"	"我们的魔法无法预测……但很有效。"
"DCG_VO_ogre_magi_angry_04"	"这里不是你该来的地方！"
"DCG_VO_ogre_magi_angry_05"	"你好大的胆子！"
"DCG_VO_ogre_magi_angry_06"	"他们自以为比我们强！"
"DCG_VO_ogre_magi_angry_07"	"我们得给他们点颜色瞧瞧！"
"DCG_VO_ogre_magi_angry_08"	"你们以为自己很聪明，但还是不如我们！"
"DCG_VO_ogre_magi_angry_09"	"来跟我们打一架试试！"
"DCG_VO_ogre_magi_angry_10"	"没人比我们厉害？没人！"
"DCG_VO_ogre_magi_arrogant_01"	"我们是最棒的！"
"DCG_VO_ogre_magi_arrogant_02"	"看看一个脑袋的家伙能搞出什么名堂！"
"DCG_VO_ogre_magi_arrogant_03"	"谁挡得住我们？"
"DCG_VO_ogre_magi_arrogant_04"	"我们要把他们都烧光！"
"DCG_VO_ogre_magi_arrogant_05"	"跟我想的一样，轻轻松松……"
"DCG_VO_ogre_magi_arrogant_06"	"我们是最聪明的食人魔，名副其实！"
"DCG_VO_ogre_magi_arrogant_07"	"只有一个蠢脑袋的蠢法师……"
"DCG_VO_ogre_magi_arrogant_08"	"食人魔的魔法是最棒的魔法！"
"DCG_VO_ogre_magi_arrogant_09"	"我们无所不能！"
"DCG_VO_ogre_magi_arrogant_10"	"我们可能不是最强壮的，但我们最更聪明的。"
"DCG_VO_ogre_magi_enigmatic_01"	"等你看到我们的魔法再说……"
"DCG_VO_ogre_magi_enigmatic_02"	"我有个最适合这状况的魔法……"
"DCG_VO_ogre_magi_enigmatic_03"	"你不会喜欢的……"
"DCG_VO_ogre_magi_enigmatic_04"	"喔喔喔，我好兴奋啊……"
"DCG_VO_ogre_magi_enigmatic_05"	"想赢，就不能学那些只有一个脑袋的食人魔……"
"DCG_VO_ogre_magi_enigmatic_06"	"是时候该发挥创意了……扔石头嘛？不，我有个更棒的主意……"
"DCG_VO_ogre_magi_enigmatic_07"	"祝你好运……"
"DCG_VO_ogre_magi_enigmatic_08"	"大家老是低估我们……"
"DCG_VO_ogre_magi_enigmatic_09"	"我们得让他们不得安宁……"
"DCG_VO_ogre_magi_enigmatic_10"	"如果你脑袋空空，敌人就猜不到你在想什么了……"
"DCG_VO_ogre_magi_death_01"	"<i>尖叫</i>"
"DCG_VO_lich_intro"	"机运将我带到了玫叶城。莱恩逃到了悲玫城，他肯定会要找盟友帮忙。豺狼人输给了古铜军团，为了获胜他们会不择手段……冰川残骸的冰晶圣女则是刚好放假。选择太多还真是种奢侈的烦恼，唯一该问的就是我该从谁杀起。"
"DCG_VO_lich_chain_frost"	"我能直接放出一波冰霜吗？当然可以。但看着敌人为逼近的死亡惊恐不已，比瞬间冰冻他们有趣多了。"
"DCG_VO_lich_use_ability_01"	"为我而死吧！"
"DCG_VO_lich_use_ability_02"	"为我的巫术献出你的生命！"
"DCG_VO_lich_use_ability_03"	"你活着什么都不是，唯有一死，你的生命才有意义。"
"DCG_VO_lich_use_ability_04"	"为伟大的事业献身吧。"
"DCG_VO_lich_use_ability_05"	"你诞生的意义就是为我而死。"
"DCG_VO_lich_equip_generic_weapon_01"	"多么美妙。"
"DCG_VO_lich_equip_generic_weapon_02"	"我很快就能用上它了。"
"DCG_VO_lich_equip_generic_weapon_03"	"我会让它品尝鲜血。"
"DCG_VO_lich_equip_generic_weapon_04"	"死亡即将降临。"
"DCG_VO_lich_equip_generic_weapon_05"	"真可爱。"
"DCG_VO_lich_equip_generic_armor_01"	"明智的选择……"
"DCG_VO_lich_equip_generic_armor_02"	"我会得到保护。"
"DCG_VO_lich_equip_generic_armor_03"	"我必须做好准备。"
"DCG_VO_lich_equip_generic_armor_04"	"他们会来找我的，而我会做好万全的准备。"
"DCG_VO_lich_equip_generic_armor_05"	"我已经死过一次，不会再死了。"
"DCG_VO_lich_equip_generic_accessory_01"	"我会发挥它的潜力。"
"DCG_VO_lich_equip_generic_accessory_02"	"这配得上我。"
"DCG_VO_lich_equip_generic_accessory_03"	"这会扭转战局。"
"DCG_VO_lich_equip_generic_accessory_04"	"有这个真让人开心。"
"DCG_VO_lich_equip_generic_accessory_05"	"很好。"
"DCG_VO_lich_kill_rival_01"	"你的归宿是坟墓。"
"DCG_VO_lich_kill_rival_02"	"死吧，贱民。"
"DCG_VO_lich_kill_rival_03"	"你的存在不会留下任何痕迹。"
"DCG_VO_lich_kill_rival_04"	"在我面前跪下。"
"DCG_VO_lich_kill_rival_05"	"哈哈哈哈哈哈"
"DCG_VO_lich_kill_rival_06"	"没有人会为你哀悼。"
"DCG_VO_lich_kill_rival_07"	"我不过是小试身手。"
"DCG_VO_lich_kill_rival_08"	"很有趣……"
"DCG_VO_lich_kill_rival_09"	"我很满意。"
"DCG_VO_lich_kill_rival_10"	"所有人都要跪伏在我面前。"
"DCG_VO_lich_use_include_01"	"好戏就要上演了……"
"DCG_VO_lich_use_include_02"	"一定会很好看……"
"DCG_VO_lich_use_include_03"	"连环霜冻……"
"DCG_VO_lich_unique_01"	"你为理想做出了奉献。"
"DCG_VO_lich_unique_02"	"你也许能存活。谁知道呢。"
"DCG_VO_lich_unique_03"	"血肉是你的，但把灵魂留给我。"
"DCG_VO_lich_unique_04"	"现在正是献祭的时机。"
"DCG_VO_lich_unique_05"	"我让你的生命有了意义。"
"DCG_VO_lich_unique_06"	"让我们一起朝悲玫城迈进。"
"DCG_VO_lich_unique_07"	"啊，恶魔巫师……我们在彼此身上可以学到很多。"
"DCG_VO_lich_unique_08"	"革命感谢你的奉献和牺牲。"
"DCG_VO_lich_unique_09"	"瑞克斯，你的意志很强大，期待和你再次并肩作战。"
"DCG_VO_lich_unique_10"	"为了你的事业献身吧。"
"DCG_VO_lich_unique_11"	"瑞克斯，我可以帮你赢下这场战争。"
"DCG_VO_lich_unique_12"	"如果你想摧毁石堂城，便需要强大的盟友。"
"DCG_VO_lich_unique_13"	"我知道谁能帮助你解放人民……"
"DCG_VO_lich_unique_14"	"容我自我介绍……"
"DCG_VO_lich_unique_15"	"能够沐浴在你的黑暗阴影中是种莫大的荣幸，傲洛斯。"
"DCG_VO_lich_unique_16"	"噢，想想我们会给这个世界带来怎样的恐惧……"
"DCG_VO_lich_unique_17"	"我读过你的书，寒冬飞龙……非常有趣……"
"DCG_VO_lich_unique_18"	"小古是个糟糕的作家，斧王。我期待能杀死她。"
"DCG_VO_lich_unique_19"	"你以为你能阻止我占领冰川残骸吗？"
"DCG_VO_lich_unique_20"	"所以你就是冰川残骸守望者……我还以为是个更厉害的角色……"
"DCG_VO_lich_healed_01"	"啊……"
"DCG_VO_lich_healed_02"	"我还有点担心呢……"
"DCG_VO_lich_healed_03"	"我的死期还没到。"
"DCG_VO_lich_healed_04"	"我从死地回来，不是为了再死一次……"
"DCG_VO_lich_healed_05"	"我的战斗还没结束……"
"DCG_VO_lich_taunt_generic_01"	"胜利已在我们手中！"
"DCG_VO_lich_taunt_generic_02"	"拆塔！"
"DCG_VO_lich_taunt_generic_03"	"烧掉遗迹！"
"DCG_VO_lich_taunt_generic_04"	"杀光他们！"
"DCG_VO_lich_taunt_generic_05"	"不留活口！"
"DCG_VO_lich_taunt_generic_06"	"该结束了……"
"DCG_VO_lich_taunt_generic_07"	"他们要么降，要么死。"
"DCG_VO_lich_taunt_generic_08"	"绝不留情。"
"DCG_VO_lich_taunt_generic_09"	"让他们屈膝投降吧。"
"DCG_VO_lich_taunt_generic_10"	"死亡瞬间即至……"
"DCG_VO_lich_potential_kill_01"	"很快你就会尝到苦头……"
"DCG_VO_lich_potential_kill_02"	"我不容违抗。"
"DCG_VO_lich_potential_kill_03"	"等不及要看你死了……"
"DCG_VO_lich_potential_kill_04"	"你不够强。"
"DCG_VO_lich_potential_kill_05"	"你的灵魂太懦弱了。"
"DCG_VO_lich_potential_save_01"	"死神捉不到我。"
"DCG_VO_lich_potential_save_02"	"我不会再死一次。"
"DCG_VO_lich_potential_save_03"	"我曾死里逃生，下回我会再逃一次。"
"DCG_VO_lich_potential_save_04"	"我的魔法比你的强大……"
"DCG_VO_lich_potential_save_05"	"至少你试过了……"
"DCG_VO_lich_permanent_armor_01"	"你吓不倒我。"
"DCG_VO_lich_permanent_armor_02"	"我得到了保护。"
"DCG_VO_lich_permanent_armor_03"	"我从不怕拔刀相向。"
"DCG_VO_lich_permanent_armor_04"	"我的力量在增长。"
"DCG_VO_lich_permanent_armor_05"	"我不会受到伤害。"
"DCG_VO_lich_permanent_attack_01"	"准备收割。"
"DCG_VO_lich_permanent_attack_02"	"我的触碰会让他们变得脆弱。"
"DCG_VO_lich_permanent_attack_03"	"看看他们要怎么抵抗我……"
"DCG_VO_lich_permanent_attack_04"	"我变得更强了。"
"DCG_VO_lich_permanent_attack_05"	"力量在我体内增长。"
"DCG_VO_lich_permanent_health_01"	"我的威力与日俱增。"
"DCG_VO_lich_permanent_health_02"	"来再多我都能承受。"
"DCG_VO_lich_permanent_health_03"	"没什么承受不了的痛苦。"
"DCG_VO_lich_permanent_health_04"	"我会矗立在敌人面前……"
"DCG_VO_lich_permanent_health_05"	"让战斗开始吧……"
"DCG_VO_lich_cast_spell_01"	"我所到之处只有悲痛……"
"DCG_VO_lich_cast_spell_02"	"我的法术无与伦比……"
"DCG_VO_lich_cast_spell_03"	"寒风呼啸……"
"DCG_VO_lich_cast_spell_04"	"看我的黑魔法如何绽放。"
"DCG_VO_lich_cast_spell_05"	"赞颂我带来的恐惧吧……"
"DCG_VO_lich_cast_spell_06"	"敌人将会崩溃……"
"DCG_VO_lich_cast_spell_07"	"我的魔法绝不宽恕……"
"DCG_VO_lich_cast_spell_08"	"我不怕施展我的力量……"
"DCG_VO_lich_cast_spell_09"	"他们会献上祭品……"
"DCG_VO_lich_cast_spell_10"	"即使是怪物也需要盟友……"
"DCG_VO_lich_buff_ally_01"	"感受你体内涌动的力量吧……"
"DCG_VO_lich_buff_ally_02"	"你值得这般对待……"
"DCG_VO_lich_buff_ally_03"	"许多人会死在我们手下。"
"DCG_VO_lich_buff_ally_04"	"让我引导你走向胜利……"
"DCG_VO_lich_buff_ally_05"	"我可以成为你的朋友。"
"DCG_VO_lich_buff_ally_06"	"我们必须共谋御敌……"
"DCG_VO_lich_buff_ally_07"	"这代表我的尊重。"
"DCG_VO_lich_buff_ally_08"	"你赢得了我的尊重。"
"DCG_VO_lich_buff_ally_09"	"我不会拿你献祭……至少现在不会。"
"DCG_VO_lich_buff_ally_10"	"你活着还有点用。"
"DCG_VO_lich_debuff_enemy_01"	"有些事比死亡更悲惨……"
"DCG_VO_lich_debuff_enemy_02"	"凡人太脆弱了……"
"DCG_VO_lich_debuff_enemy_03"	"我会享受这一刻……"
"DCG_VO_lich_debuff_enemy_04"	"你的时间不多了……"
"DCG_VO_lich_debuff_enemy_05"	"一分一秒过去，你只会更虚弱……"
"DCG_VO_lich_debuff_enemy_06"	"这只是个开始……"
"DCG_VO_lich_debuff_enemy_07"	"看你痛苦，我就快乐……"
"DCG_VO_lich_debuff_enemy_08"	"你很快就会只剩下躯壳了……"
"DCG_VO_lich_debuff_enemy_09"	"你不过是任我摆弄的玩具……"
"DCG_VO_lich_debuff_enemy_10"	"我会摧毁你。"
"DCG_VO_lich_single_target_damage_01"	"去死！"
"DCG_VO_lich_single_target_damage_02"	"你死定了。"
"DCG_VO_lich_single_target_damage_03"	"你注定要死。"
"DCG_VO_lich_single_target_damage_04"	"你是我的了。"
"DCG_VO_lich_single_target_damage_05"	"你的人头我要了。"
"DCG_VO_lich_single_target_damage_06"	"你无处可藏！"
"DCG_VO_lich_single_target_damage_07"	"死亡在等着你。"
"DCG_VO_lich_single_target_damage_08"	"想跑可以试试看。"
"DCG_VO_lich_single_target_damage_09"	"你会感受冰冷的拥抱……"
"DCG_VO_lich_single_target_damage_10"	"没人会拯救你……"
"DCG_VO_lich_multi_damage_small_01"	"你们的尸体会是我力量的证明……"
"DCG_VO_lich_multi_damage_small_02"	"要杀的人太多了。"
"DCG_VO_lich_multi_damage_small_03"	"看来我还有正事要办。"
"DCG_VO_lich_multi_damage_small_04"	"你们每一个人迟早都要死的。"
"DCG_VO_lich_multi_damage_small_05"	"我的魔法足够杀死你们所有人……"
"DCG_VO_lich_multi_damage_small_06"	"我会让你们痛不欲生……"
"DCG_VO_lich_multi_damage_small_07"	"你们谁都逃不了。"
"DCG_VO_lich_multi_damage_small_08"	"我一向不手下留情。"
"DCG_VO_lich_multi_damage_small_09"	"求饶吧。"
"DCG_VO_lich_multi_damage_small_10"	"很快就结束了。"
"DCG_VO_lich_multi_damage_large_01"	"我要把这里变成乱葬岗。"
"DCG_VO_lich_multi_damage_large_02"	"哈哈哈哈哈哈。"
"DCG_VO_lich_multi_damage_large_03"	"没有人能对抗我。"
"DCG_VO_lich_multi_damage_large_04"	"你们所有人都会死！"
"DCG_VO_lich_multi_damage_large_05"	"我的力量不容置疑。"
"DCG_VO_lich_multi_damage_large_06"	"在我面前颤抖吧！"
"DCG_VO_lich_multi_damage_large_07"	"去死……去死！"
"DCG_VO_lich_multi_damage_large_08"	"我膩了。"
"DCG_VO_lich_multi_damage_large_09"	"就在这里结束吧。"
"DCG_VO_lich_multi_damage_large_10"	"这场仗结束了。"
"DCG_VO_lich_pleased_01"	"真是愉快。"
"DCG_VO_lich_pleased_02"	"棒极了。"
"DCG_VO_lich_pleased_03"	"多么美好的一天。"
"DCG_VO_lich_pleased_04"	"非常顺利。"
"DCG_VO_lich_pleased_05"	"一切如常。"
"DCG_VO_lich_pleased_06"	"胜利就在我们的手中。"
"DCG_VO_lich_pleased_07"	"我们不可能失败。"
"DCG_VO_lich_pleased_08"	"正如计划的一样。"
"DCG_VO_lich_pleased_09"	"如此令人满意……"
"DCG_VO_lich_pleased_10"	"绝妙。"
"DCG_VO_lich_concerned_01"	"怎么会这样……"
"DCG_VO_lich_concerned_02"	"怎么回事……"
"DCG_VO_lich_concerned_03"	"这不可能……"
"DCG_VO_lich_concerned_04"	"为什么没用……"
"DCG_VO_lich_concerned_05"	"我的魔法怎么会失败……"
"DCG_VO_lich_concerned_06"	"不！"
"DCG_VO_lich_concerned_07"	"我要失败了吗？"
"DCG_VO_lich_concerned_08"	"不可能！"
"DCG_VO_lich_concerned_09"	"不该是这样的……"
"DCG_VO_lich_concerned_10"	"这不是我的错！"
"DCG_VO_lich_angry_01"	"你敢？"
"DCG_VO_lich_angry_02"	"你将面对我的怒火！"
"DCG_VO_lich_angry_03"	"我要让你受苦！"
"DCG_VO_lich_angry_04"	"我不会让你得逞！"
"DCG_VO_lich_angry_05"	"你不会有好下场的……"
"DCG_VO_lich_angry_06"	"你会后悔来到这里……"
"DCG_VO_lich_angry_07"	"希望你能多少挣扎一下……"
"DCG_VO_lich_angry_08"	"你没有机会为自己的愚蠢后悔了……"
"DCG_VO_lich_angry_09"	"你的尖叫会在丛林中回响……"
"DCG_VO_lich_angry_10"	"我能送你的只有死亡。"
"DCG_VO_lich_arrogant_01"	"他们认真起来就只有这么点实力吗？"
"DCG_VO_lich_arrogant_02"	"你不配……"
"DCG_VO_lich_arrogant_03"	"你该庆幸我在这里……"
"DCG_VO_lich_arrogant_04"	"你需要我的帮助，不是吗。"
"DCG_VO_lich_arrogant_05"	"没有人能违逆巫妖。"
"DCG_VO_lich_arrogant_06"	"对付你真是浪费我的生命……"
"DCG_VO_lich_arrogant_07"	"就算是阿哈利姆本人也无法阻止我……"
"DCG_VO_lich_arrogant_08"	"我会让你见识到何谓力量……"
"DCG_VO_lich_arrogant_09"	"没有我成就不了的事。"
"DCG_VO_lich_arrogant_10"	"我的意志坚不可摧。"
"DCG_VO_lich_enigmatic_01"	"这就是力量的代价。"
"DCG_VO_lich_enigmatic_02"	"牺牲是个崇高的举动。"
"DCG_VO_lich_enigmatic_03"	"瑞斯托的王廷非常有势力。"
"DCG_VO_lich_enigmatic_04"	"惧怕使用力量，力量就失去了意义。"
"DCG_VO_lich_enigmatic_05"	"我会消灭任何的障碍。"
"DCG_VO_lich_enigmatic_06"	"我的野心永无止境。"
"DCG_VO_lich_enigmatic_07"	"别太惊讶。"
"DCG_VO_lich_enigmatic_08"	"希望你已经和你的神和解了……"
"DCG_VO_lich_enigmatic_09"	"这是我力量的证明。"
"DCG_VO_lich_enigmatic_10"	"低估我是愚蠢的。"
"DCG_VO_lich_death_01"	"<i>尖叫</i>"
"DCG_VO_enchantress_intro"	"瑞克斯、特蕾丝汀、索尔拉可汗。不管你去问谁，他们都会编一个故事给你，证明他们的事业是正义的。但他们都错了。这场战争本身毫无意义，而花费的代价又无法估量，唯一能从中受益的是未来的史学家，他们可以靠记述这些屠杀的书赚不少钱。我没法阻止这场战争的发生……但我会尽量减少战争带来的伤害。"
"DCG_VO_enchantress_restoration_effort"	"战争终将结束，军队也会解散，但到了那时，真正的工作才刚刚开始。"
"DCG_VO_enchantress_soul_of_spring"	"希望永不破灭， 只是有时长眠……时机成熟之时，希望就会重生。"
"DCG_VO_enchantress_the_cover_of_night"	"不用担心。我一直都是在夜里赶路。"
"DCG_VO_enchantress_verdant_refuge"	"我不是战士，而是守护者。你现在离开还不算太晚，但你要是想伤害这些人，我发誓你不会有好下场的。"
"DCG_VO_enchantress_defensive_bloom"	"我保护森林，反过来，森林也会保护我。"
"DCG_VO_enchantress_homefield_advantage"	"古铜军团身上穿了护甲，很难击杀他们，但想要赢过他们，出人意料地容易……"
"DCG_VO_enchantress_equip_generic_weapon_01"	"我会让他们尝到战斗的滋味。"
"DCG_VO_enchantress_equip_generic_weapon_02"	"虽然我不想用这东西，但还是会用的。"
"DCG_VO_enchantress_equip_generic_weapon_03"	"我真的不想这样。"
"DCG_VO_enchantress_equip_generic_weapon_04"	"<i>叹气</i>"
"DCG_VO_enchantress_equip_generic_weapon_05"	"真希望还有更好的办法。"
"DCG_VO_enchantress_equip_generic_armor_01"	"多保重。"
"DCG_VO_enchantress_equip_generic_armor_02"	"別想除掉我……"
"DCG_VO_enchantress_equip_generic_armor_03"	"很好。"
"DCG_VO_enchantress_equip_generic_armor_04"	"我准备好战斗了。"
"DCG_VO_enchantress_equip_generic_armor_05"	"现在……"
"DCG_VO_enchantress_equip_generic_accessory_01"	"这应该有用。"
"DCG_VO_enchantress_equip_generic_accessory_02"	"这正是我想要的……"
"DCG_VO_enchantress_equip_generic_accessory_03"	"嗯……这还不错。"
"DCG_VO_enchantress_equip_generic_accessory_04"	"这会派上用场的。"
"DCG_VO_enchantress_equip_generic_accessory_05"	"谢谢！"
"DCG_VO_enchantress_kill_rival_01"	"对不起！"
"DCG_VO_enchantress_kill_rival_02"	"这里不是你该来的地方！"
"DCG_VO_enchantress_kill_rival_03"	"这是你逼我的！"
"DCG_VO_enchantress_kill_rival_04"	"离开！"
"DCG_VO_enchantress_kill_rival_05"	"滚开！"
"DCG_VO_enchantress_kill_rival_06"	"你赢不了的……"
"DCG_VO_enchantress_kill_rival_07"	"我们不害怕战斗！"
"DCG_VO_enchantress_kill_rival_08"	"我会打倒你！"
"DCG_VO_enchantress_kill_rival_09"	"我也不想这样。"
"DCG_VO_enchantress_kill_rival_10"	"不是你死就是我亡！"
"DCG_VO_enchantress_use_include_01"	"我会保护你！"
"DCG_VO_enchantress_use_include_02"	"我会让这里更安全一点……"
"DCG_VO_enchantress_use_include_03"	"我会尽力而为……"
"DCG_VO_enchantress_unique_01"	"很高兴你在这里，鲁夫特伦。我们需要互相照顾……"
"DCG_VO_enchantress_unique_02"	"如果我们不保卫森林，还有谁会？"
