"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Pierpont y yo no estamos de acuerdo en muchas cosas, pero él fue sabio al reconocer lo peligroso que es hacer enfadar al Semblante del Vacío. No me emociona el Tratado de Claszureme, la verdad. La cronomancia era increíble. Pero, ¿sabes qué otra cosa es increíble? Que no te borren de la línea del tiempo."
"DCG_VO_beastmaster_multi_damage_large_05"	"¡CONTEMPLAD MI FURIA!"
"DCG_VO_beastmaster_multi_damage_large_06"	"Os mostraré lo que significa «salvaje»..."
"DCG_VO_beastmaster_multi_damage_large_07"	"Ninguno saldréis con vida de aquí..."
"DCG_VO_beastmaster_multi_damage_large_08"	"¡Todo ha acabado!"
"DCG_VO_beastmaster_multi_damage_large_09"	"¡MUERTE A NUESTROS ENEMIGOS!"
"DCG_VO_beastmaster_multi_damage_large_10"	"No comencé esta lucha, pero la terminaré."
"DCG_VO_beastmaster_pleased_01"	"Mmm."
"DCG_VO_beastmaster_pleased_02"	"Bien."
"DCG_VO_beastmaster_pleased_03"	"¡Bien hecho!"
"DCG_VO_beastmaster_pleased_04"	"Muy bien..."
"DCG_VO_beastmaster_pleased_05"	"Esto me valdrá..."
"DCG_VO_beastmaster_pleased_06"	"No está mal..."
"DCG_VO_beastmaster_pleased_07"	"¡Podemos hacerlo!"
"DCG_VO_beastmaster_pleased_08"	"¡Debemos aprovechar esta oportunidad!"
"DCG_VO_beastmaster_pleased_09"	"Justo como lo había planeado..."
"DCG_VO_beastmaster_pleased_10"	"¡Ja, ja, ja!"
"DCG_VO_beastmaster_concerned_01"	"Mmm."
"DCG_VO_beastmaster_concerned_02"	"Esto no es lo ideal..."
"DCG_VO_beastmaster_concerned_03"	"Esto requiere gran delicadeza, y a mí no se me dan bien esas cosas..."
"DCG_VO_beastmaster_concerned_04"	"Debemos averiguar cómo salir de esta..."
"DCG_VO_beastmaster_concerned_05"	"Maldición, matar no me saca de esta..."
"DCG_VO_beastmaster_concerned_06"	"Esto no marcha bien..."
"DCG_VO_beastmaster_concerned_07"	"Esto no va como lo había planeado..."
"DCG_VO_beastmaster_concerned_08"	"Preocupante..."
"DCG_VO_beastmaster_concerned_09"	"Tenemos que encontrar una solución..."
"DCG_VO_beastmaster_concerned_10"	"Esto no funciona..."
"DCG_VO_beastmaster_angry_01"	"¡Maldita sea!"
"DCG_VO_beastmaster_angry_02"	"¿Cómo te atreves?"
"DCG_VO_beastmaster_angry_03"	"¡Lo pagarás!"
"DCG_VO_beastmaster_angry_04"	"Te arrepentirás de haber hecho eso..."
"DCG_VO_beastmaster_angry_05"	"Te has ganado mi atención..."
"DCG_VO_beastmaster_angry_06"	"¡Esto termina aquí!"
"DCG_VO_beastmaster_angry_07"	"¡Eres una abominación!"
"DCG_VO_beastmaster_angry_08"	"¡Vas a morir!"
"DCG_VO_beastmaster_angry_09"	"Os voy a destrozar..."
"DCG_VO_beastmaster_angry_10"	"¡Te haré sufrir!"
"DCG_VO_beastmaster_arrogant_01"	"¡Ven y enfréntate a mí!"
"DCG_VO_beastmaster_arrogant_02"	"¡Acabaré con todos vosotros!"
"DCG_VO_beastmaster_arrogant_03"	"¿Quién de vosotros se atreve a enfrentarse a mí?"
"DCG_VO_beastmaster_arrogant_04"	"¡Soy el mejor!"
"DCG_VO_beastmaster_arrogant_05"	"Patético."
"DCG_VO_beastmaster_arrogant_06"	"¿Eso es lo mejor que sabes hacer?"
"DCG_VO_beastmaster_arrogant_07"	"Agradéceme que te haya encontrado antes de que mis bestias te devorasen..."
"DCG_VO_beastmaster_arrogant_08"	"Este mundo civilizado no tiene nada que ofrecerme..."
"DCG_VO_beastmaster_arrogant_09"	"«Civilizado»... Pero si eres más salvaje que yo..."
"DCG_VO_beastmaster_arrogant_10"	"Al menos soy honesto sobre mi odio hacia la gente."
"DCG_VO_beastmaster_enigmatic_01"	"Las leyes de la selva son duras e inquebrantables..."
"DCG_VO_beastmaster_enigmatic_02"	"Hora de acechar a mi presa."
"DCG_VO_beastmaster_enigmatic_03"	"Este lugar le da una cura de humildad a cualquiera..."
"DCG_VO_beastmaster_enigmatic_04"	"Hay que preservar la belleza de la naturaleza..."
"DCG_VO_beastmaster_enigmatic_05"	"Te mostraré lo que he aprendido..."
"DCG_VO_beastmaster_enigmatic_06"	"La supervivencia del más fuerte..."
"DCG_VO_beastmaster_enigmatic_07"	"Amigo de los animales... Pesadilla de los humanos..."
"DCG_VO_beastmaster_enigmatic_08"	"Hay cosas en el bosque que incluso a mí me dan miedo..."
"DCG_VO_beastmaster_enigmatic_09"	"Hay mucho que aprender de la naturaleza..."
"DCG_VO_beastmaster_enigmatic_10"	"Lo ojos de la selva están sobre ti..."
"DCG_VO_beastmaster_death_01"	"<i>gritos</i>"
"DCG_VO_viper_intro"	"Pugna me usó una vez. Me controló. Me poseyó. Al final escapé y, si bien al principio disfruté de mi repentina libertad, conforme pasaron los años se convirtió en una existencia vacía... Durante un tiempo pensé que este hastío se debía a que mi torturador seguía libre y nunca encontraría la paz hasta hacerle sufrir como él me hizo sufrir a mí. Sin embargo, cuando comencé mi venganza, me di cuenta de algo. Pugna no es una anomalía. ¿Cuánta gente se aventura en la magia para invocar y controlar? ¿Para crear vida y luego obligarla a obedecer? No. La esclavitud de Pugna no me traerá la paz... Pero ¿esclavizar a todos los magos? Eso es algo que sí me ayudará a dormir bien."
"DCG_VO_viper_viper_strike"	"Todo muere con el tiempo... Yo solo ayudo a acelerar el proceso."
"DCG_VO_viper_corrosive_mist"	"Soy capaz de prosperar en entornos... poco hospitalarios."
"DCG_VO_viper_intimidation"	"Pugna me enseñó a saborear la delicia de cada momento antes de acabar con una vida."
"DCG_VO_viper_equip_generic_weapon_01"	"Aumentar mis colmillos es una buena decisión."
"DCG_VO_viper_equip_generic_weapon_02"	"Huirán ante mí... y morirán de todos modos."
"DCG_VO_viper_equip_generic_weapon_03"	"Un arma apropiada para mí."
"DCG_VO_viper_equip_generic_weapon_04"	"Los veré humillados..."
"DCG_VO_viper_equip_generic_weapon_05"	"Traigo la ruina."
"DCG_VO_viper_equip_generic_armor_01"	"No me darán caza tan fácilmente..."
"DCG_VO_viper_equip_generic_armor_02"	"Sí... Que intenten matarme..."
"DCG_VO_viper_equip_generic_armor_03"	"Esto servirá."
"DCG_VO_viper_equip_generic_armor_04"	"Esto no irá mal..."
"DCG_VO_viper_equip_generic_armor_05"	"No serán capaces de matarme..."
"DCG_VO_viper_equip_generic_accessory_01"	"Oh, excelente."
"DCG_VO_viper_equip_generic_accessory_02"	"Curioso."
"DCG_VO_viper_equip_generic_accessory_03"	"He visto cómo usaban esto..."
"DCG_VO_viper_equip_generic_accessory_04"	"Esto me ayudará."
"DCG_VO_viper_equip_generic_accessory_05"	"Bonita ofrenda. "
"DCG_VO_viper_kill_rival_01"	"Muerte a todos los que se opongan a mí."
"DCG_VO_viper_kill_rival_02"	"No has logrado impresionarme."
"DCG_VO_viper_kill_rival_03"	"Esto es piedad."
"DCG_VO_viper_kill_rival_04"	"Otra víctima."
"DCG_VO_viper_kill_rival_05"	"Mi veneno está haciendo su trabajo."
"DCG_VO_viper_kill_rival_06"	"Nadie puede oponerse al Draco Abisal..."
"DCG_VO_viper_kill_rival_07"	"Mi veneno te impregnará..."
"DCG_VO_viper_kill_rival_08"	"Mejor la muerte que la esclavitud."
"DCG_VO_viper_kill_rival_09"	"Mi veneno se ha cobrado otra víctima. "
"DCG_VO_viper_kill_rival_10"	"¡Ja, ja, ja, ja, ja!"
"DCG_VO_viper_use_include_01"	"Quema, ¿a que sí?"
"DCG_VO_viper_use_include_02"	"No puedes parar esto..."
"DCG_VO_viper_use_include_03"	"Mira cómo te marchitas..."
"DCG_VO_viper_unique_01"	"No te dirijas a mí, enano repugnante..."
"DCG_VO_viper_unique_02"	"Esto es una alianza temporal, mago."
"DCG_VO_viper_unique_03"	"Después de esta batalla, zanjaremos nuestros asuntos pendientes."
"DCG_VO_viper_unique_04"	"Serás mi juguete, Pugna."
"DCG_VO_viper_unique_05"	"Llevaba mucho tiempo esperando este momento, Pugna."
"DCG_VO_viper_unique_06"	"Tú y los tuyos seréis despedazados..."
"DCG_VO_viper_unique_07"	"Ya no soy tu mascota, pequeño nihilista malhumorado."
"DCG_VO_viper_unique_08"	"Tu poder sobre las mentes de criaturas inferiores me impresiona. Te nombraré guardián de mi colección de siervos."
"DCG_VO_viper_unique_09"	"Pareces una Hechicera encantadora, mi pequeña esmeralda. ¿Serás mi bonita mascota?"
"DCG_VO_viper_unique_10"	"Serás mía, Rylai..."
"DCG_VO_viper_unique_11"	"La Doncella Glacial de Icewrack será una incorporación perfecta para mi colección de siervos..."
"DCG_VO_viper_unique_12"	"No tienes nada que temer, Traxex."
"DCG_VO_viper_unique_13"	"Ansías esclavizar las mentes de aquellos que te admiran..."
"DCG_VO_viper_unique_14"	"No eres tan diferente de tu hija, Prélex..."
"DCG_VO_viper_unique_15"	"Ardo en deseos de quebrantar tu voluntad, Liche..."
"DCG_VO_viper_unique_16"	"Tu magia primitiva no significa nada para mí..."
"DCG_VO_viper_unique_17"	"Me haces gracia, maga... Ríndete y te concederé el honor de servirme."
"DCG_VO_viper_unique_18"	"Estúpida sátira, metiéndose en cosas que no comprende..."
"DCG_VO_viper_unique_19"	"El Cuórum verá tu cuerpo carbonizado como un aviso..."
"DCG_VO_viper_unique_20"	"Sí... Castiguemos a los brujos..."
"DCG_VO_viper_healed_01"	"Aaah."
"DCG_VO_viper_healed_02"	"Me siento mejor..."
"DCG_VO_viper_healed_03"	"Puedo continuar con mi trabajo..."
"DCG_VO_viper_healed_04"	"Bien..."
"DCG_VO_viper_healed_05"	"Tengo más veneno para compartir..."
"DCG_VO_viper_taunt_generic_01"	"¡Jamás me detendrás!"
"DCG_VO_viper_taunt_generic_02"	"¡Venimos a por todos vosotros!"
"DCG_VO_viper_taunt_generic_03"	"¡Nuestro momento es ahora!"
"DCG_VO_viper_taunt_generic_04"	"Ya saboreo la victoria."
"DCG_VO_viper_taunt_generic_05"	"¡Que no queden supervivientes!"
"DCG_VO_viper_taunt_generic_06"	"Obedeced y nos alzaremos con la victoria."
"DCG_VO_viper_taunt_generic_07"	"Arrodillaos ante mi sombra."
"DCG_VO_viper_taunt_generic_08"	"¡El Draco Abisal pondrá fin a esto!"
"DCG_VO_viper_taunt_generic_09"	"Caerán. ¡Es cuestión de tiempo!"
"DCG_VO_viper_taunt_generic_10"	"¡Estamos tan cerca!"
"DCG_VO_viper_potential_kill_01"	"No falta mucho..."
"DCG_VO_viper_potential_kill_02"	"No sobrevivirás..."
"DCG_VO_viper_potential_kill_03"	"Se acerca el final..."
"DCG_VO_viper_potential_kill_04"	"Pronto habrás muerto..."
"DCG_VO_viper_potential_kill_05"	"Lo has intentado."
"DCG_VO_viper_potential_save_01"	"Hoy no moriré..."
"DCG_VO_viper_potential_save_02"	"Aquí mando yo."
"DCG_VO_viper_potential_save_03"	"Duraré más que todos vosotros…"
"DCG_VO_viper_potential_save_04"	"He huido de todas las jaulas, he incinerado todas las cadenas."
"DCG_VO_viper_potential_save_05"	"No puedes detenerme..."
"DCG_VO_viper_permanent_armor_01"	"Sus espadas ya no tienen nada que hacer contra mí."
"DCG_VO_viper_permanent_armor_02"	"Mi carne derretirá su acero..."
"DCG_VO_viper_permanent_armor_03"	"He sido reforjado..."
"DCG_VO_viper_permanent_armor_04"	"He sufrido muchas penurias que me han fortalecido."
"DCG_VO_viper_permanent_armor_05"	"Estoy listo para la batalla."
"DCG_VO_viper_permanent_attack_01"	"Mis colmillos se afilan."
"DCG_VO_viper_permanent_attack_02"	"Tengo una lengua ácida."
"DCG_VO_viper_permanent_attack_03"	"Mis fauces saborearán la muerte..."
"DCG_VO_viper_permanent_attack_04"	"Mis fauces son el cruel destino final de muchos ejércitos."
"DCG_VO_viper_permanent_attack_05"	"Fundiré los cuerpos de quienes se resistan a rendirse..."
"DCG_VO_viper_permanent_health_01"	"Una oleada de veneno ha borrado mis heridas."
"DCG_VO_viper_permanent_health_02"	"Soy más fuerte que nunca..."
"DCG_VO_viper_permanent_health_03"	"Resistiré su ataque."
"DCG_VO_viper_permanent_health_04"	"Tengo la determinación para sobrevivir..."
"DCG_VO_viper_permanent_health_05"	"Me enfrentaré a ellos de cara."
"DCG_VO_viper_cast_spell_01"	"Los sueños oscuros de los Confines Abisales."
"DCG_VO_viper_cast_spell_02"	"Ver que este mundo de la superficie es tan fácil de destruir..."
"DCG_VO_viper_cast_spell_03"	"Crueles hechizos, robados a un mago demente."
"DCG_VO_viper_cast_spell_04"	"Los irrisorios encantos de este lugar nunca dejarán de hacerme gracia."
"DCG_VO_viper_cast_spell_05"	"He aprendido mucho observando a los magos..."
"DCG_VO_viper_cast_spell_06"	"Contempla el poder del Draco Abisal..."
"DCG_VO_viper_cast_spell_07"	"Quienes se hayan ganado mi favor serán perdonados..."
"DCG_VO_viper_cast_spell_08"	"Nadie puede resistirse a mí..."
"DCG_VO_viper_cast_spell_09"	"Aquí yo lo controlo todo..."
"DCG_VO_viper_cast_spell_10"	"¡Huye de mí!"
"DCG_VO_viper_buff_ally_01"	"Estás en la sombra del Draco Abisal. No temas."
"DCG_VO_viper_buff_ally_02"	"Protejo a quienes me juran lealtad."
"DCG_VO_viper_buff_ally_03"	"Mi temible silueta se cierne sobre ti. Álzate y pelea."
"DCG_VO_viper_buff_ally_04"	"Un regalo para un amigo..."
"DCG_VO_viper_buff_ally_05"	"Cuido de mis amigos..."
"DCG_VO_viper_buff_ally_06"	"Quédate a mi lado y sé fuerte."
"DCG_VO_viper_buff_ally_07"	"Estás bajo la protección del Draco Abisal..."
"DCG_VO_viper_buff_ally_08"	"Seremos implacables..."
"DCG_VO_viper_buff_ally_09"	"El enemigo no romperá nuestras líneas."
"DCG_VO_viper_buff_ally_10"	"Juntos podemos matarlos a todos."
"DCG_VO_viper_debuff_enemy_01"	"El veneno penetra y hace su trabajo."
"DCG_VO_viper_debuff_enemy_02"	"Es una delicia contemplar tu tormento."
"DCG_VO_viper_debuff_enemy_03"	"Esto solo acaba de empezar..."
"DCG_VO_viper_debuff_enemy_04"	"Así es como empieza..."
"DCG_VO_viper_debuff_enemy_05"	"No eres tan fuerte como para sobrevivir..."
"DCG_VO_viper_debuff_enemy_06"	"¿Estás temblando? Bien."
"DCG_VO_viper_debuff_enemy_07"	"Es demasiado tarde para morir con dignidad. Puedes gritar tanto como quieras."
"DCG_VO_viper_debuff_enemy_08"	"Acepta esa insidiosa sensación de pavor..."
"DCG_VO_viper_debuff_enemy_09"	"¡Te arrepentirás de haber venido aquí, idiota!"
"DCG_VO_viper_debuff_enemy_10"	"Es imposible que sobrevivas a este combate."
"DCG_VO_viper_single_target_damage_01"	"¡Grita para mi regocijo!"
"DCG_VO_viper_single_target_damage_02"	"Hinco mis colmillos en ti."
"DCG_VO_viper_single_target_damage_03"	"Mi veneno invade tu cuerpo."
"DCG_VO_viper_single_target_damage_04"	"Estás nadando en el veneno del Draco Abisal."
"DCG_VO_viper_single_target_damage_05"	"Están muertos."
"DCG_VO_viper_single_target_damage_06"	"Los hundiré en la miseria..."
"DCG_VO_viper_single_target_damage_07"	"Nadie puede sobrevivir al Draco Abisal."
"DCG_VO_viper_single_target_damage_08"	"Tus esperanzas morirán contigo..."
"DCG_VO_viper_single_target_damage_09"	"Yo me ocupo..."
"DCG_VO_viper_single_target_damage_10"	"¡Ja, ja, ja, ja, ja!"
"DCG_VO_viper_multi_damage_small_01"	"Todos vosotros sois historia."
"DCG_VO_viper_multi_damage_small_02"	"Nuestros enemigos probarán la muerte..."
"DCG_VO_viper_multi_damage_small_03"	"Todos vais a sufrir..."
"DCG_VO_viper_multi_damage_small_04"	"Las fauces del Draco Abisal se ciernen sobre vosotros."
"DCG_VO_viper_multi_damage_small_05"	"Cargaré contra su ejército..."
"DCG_VO_viper_multi_damage_small_06"	"Un ejército no será suficiente."
"DCG_VO_viper_multi_damage_small_07"	"Difundo el terror entre mis enemigos..."
"DCG_VO_viper_multi_damage_small_08"	"Morirán entre gritos..."
"DCG_VO_viper_multi_damage_small_09"	"Este es su momento final..."
"DCG_VO_viper_multi_damage_small_10"	"Lloverá la muerte sobre ellos..."
"DCG_VO_viper_multi_damage_large_01"	"¡Os mataré a todos!"
"DCG_VO_viper_multi_damage_large_02"	"No dejaré más que cadáveres desintegrados..."
"DCG_VO_viper_multi_damage_large_03"	"¡Suplicad por vuestras vidas!"
"DCG_VO_viper_multi_damage_large_04"	"Destrozaré a su ejército..."
"DCG_VO_viper_multi_damage_large_05"	"Mi veneno diezmará a su ejército..."
"DCG_VO_viper_multi_damage_large_06"	"Os reuniréis con vuestros amigos..."
"DCG_VO_viper_multi_damage_large_07"	"¡Rendíos ahora!"
"DCG_VO_viper_multi_damage_large_08"	"Acabar con sus vidas será pan comido..."
"DCG_VO_viper_multi_damage_large_09"	"Ejércitos enteros caen con mi mero aliento..."
"DCG_VO_viper_multi_damage_large_10"	"Rendíos a vuestro propio miedo..."
"DCG_VO_viper_pleased_01"	"Esto de ser libre está bien."
"DCG_VO_viper_pleased_02"	"Estupendo."
"DCG_VO_viper_pleased_03"	"La victoria está cerca..."
"DCG_VO_viper_pleased_04"	"Ahora no pueden pararnos."
"DCG_VO_viper_pleased_05"	"Qué divertido."
"DCG_VO_viper_pleased_06"	"¡Bien!"
"DCG_VO_viper_pleased_07"	"¡Más vivo que nunca!"
"DCG_VO_viper_pleased_08"	"¡Qué gran momento!"
"DCG_VO_viper_pleased_09"	"¡Glorioso!"
"DCG_VO_viper_pleased_10"	"Las cosas van bien..."
"DCG_VO_viper_concerned_01"	"¡¿Cómo?!"
"DCG_VO_viper_concerned_02"	"Debo tener cuidado..."
"DCG_VO_viper_concerned_03"	"Esto no pinta bien."
"DCG_VO_viper_concerned_04"	"¿Cómo puede ser que vayan ganando?"
"DCG_VO_viper_concerned_05"	"¡Esto no es posible!"
"DCG_VO_viper_concerned_06"	"¿Cómo ha podido suceder?"
"DCG_VO_viper_concerned_07"	"No puedo dejar que me capturen..."
"DCG_VO_viper_concerned_08"	"No caeré en la batalla..."
"DCG_VO_viper_concerned_09"	"He huido de la esclavitud, puedo huir de esto..."
"DCG_VO_viper_concerned_10"	"Debo proceder con cautela..."
"DCG_VO_viper_angry_01"	"¡Arrasaré la tierra!"
"DCG_VO_viper_angry_02"	"¡Aquí no vais a encontrar piedad!"
"DCG_VO_viper_angry_03"	"¡Veré cómo ardes!"
"DCG_VO_viper_angry_04"	"¡Me reiré mientras sufres!"
"DCG_VO_viper_angry_05"	"Mi veneno descompondrá a tu ejército..."
"DCG_VO_viper_angry_06"	"Devoraré tu cuerpo cuando aún late..."
"DCG_VO_viper_angry_07"	"Serás mi esclavo."
"DCG_VO_viper_angry_08"	"Llorarás de rodillas ante mí."
"DCG_VO_viper_angry_09"	"¡¿Osas hacerme enfadar?!"
"DCG_VO_viper_angry_10"	"Quiero verte suplicar."
"DCG_VO_viper_arrogant_01"	"Puedo sentir tu terror desde aquí."
"DCG_VO_viper_arrogant_02"	"Entrégate a mí y tendré piedad contigo."
"DCG_VO_viper_arrogant_03"	"¿En serio crees que tienes alguna posibilidad?"
"DCG_VO_viper_arrogant_04"	"Intenta hacer que tu muerte sea memorable..."
"DCG_VO_viper_arrogant_05"	"Póstrate ante el Draco Abisal..."
"DCG_VO_viper_arrogant_06"	"No descansaré hasta que mi colección de siervos se llene de hechiceros..."
"DCG_VO_viper_arrogant_07"	"Ahora soy tu dios..."
"DCG_VO_viper_arrogant_08"	"¿Tienes otro ejército al que puedes llamar para acudir en tu ayuda?"
"DCG_VO_viper_arrogant_09"	"Vivirás mientras me diviertas..."
"DCG_VO_viper_arrogant_10"	"El poder del Draco Abisal corre por mis venas..."
"DCG_VO_viper_enigmatic_01"	"He aprendido mucho de ese sádico..."
"DCG_VO_viper_enigmatic_02"	"Regresaré a los Confines Abisales como rey conquistador..."
"DCG_VO_viper_enigmatic_03"	"No hay obstáculos en mi camino..."
"DCG_VO_viper_enigmatic_04"	"Careces de la astucia necesaria para detenerme..."
"DCG_VO_viper_enigmatic_05"	"Me parece que no."
"DCG_VO_viper_enigmatic_06"	"Puedo adaptarme a cualquier situación..."
"DCG_VO_viper_enigmatic_07"	"Un hechicero se postrará ante mí. Y luego otro. Y luego diez mil. Y luego más..."
"DCG_VO_viper_enigmatic_08"	"No conozco límites."
"DCG_VO_viper_enigmatic_09"	"Mi poder es ilimitado y mi voluntad, inquebrantable..."
"DCG_VO_viper_enigmatic_10"	"La muerte no ejerce ningún poder sobre el Draco Abisal."
"DCG_VO_viper_death_01"	"<i>Gritos</i>"
"DCG_VO_rix_intro"	"La Legión de Bronce me reclutó cuando era un crío. Marcharon por mi aldea con su reluciente armadura y promesas de gloria, y me alisté inmediatamente. Sonreí cuando me pusieron la marca del recluta en el brazo porque sabía que, si trabajaba duro, si seguía las órdenes, si mostraba valor y habilidad en el campo de batalla, me haría un nombre y me convertiría en algo más que un salvaje de Redmaw. Y me uní a ellos. Y luché. Y maté. Y con cada pueblo que ocupábamos, cada revuelta que sofocábamos, cada voz de disidencia que yo silenciaba, las palabras \"por la gloria de Stonehall\" se volvían más vacías y ese símbolo de bronce del que me sentía tan orgulloso cada vez pesaba más. Ahora marchamos por Rosoideo para interceptar a la Niebla Roja y mi comandante me ha pedido de nuevo que \"hable con mis salvajes\"... Está bien, hablaré con ellos... Y cuando lo haga, comprenderán que lucharé a su lado hasta que todos los soldados regresen a Stonehall en un ataúd de bronce."
"DCG_VO_rix_truth_to_power_intro"	"Los poderosos habían silenciado a los débiles para aceptar el status quo, para arrodillarse, para aceptar su lugar en la vida. He sido cómplice de la sed de poder de Stonehall durante demasiado tiempo, pero esto termina hoy. Seré una voz para mi pueblo y no me dejaré silenciar."
"DCG_VO_rix_act_of_defiance_intro"	"Nunca olvidaré el primer día de la rebelión. Tresdin me envió a recaudar raciones de los granjeros de Rosoideo para abastecerse si el asedio de la Niebla Roja se prolongaba, pero ese año las cosechas habían sido malas. Informé de lo que podían ofrecer, pero Tresdin decidió que no era suficiente y ordenó a sus matones que se llevaran lo que necesitaban a la fuerza... Al fin y al cabo, «era por su propio bien». Pero cuando llegaron, no se encontraron a granjeros cobardes. Encontraron a un ejército al que lideraré hasta el fin de mis días. Los hombres, mujeres y niños de Rosoideo merecen vivir sus vidas libres del yugo de Stonehall. Y, si bien el precio por su libertad será la sangre, es un precio que todos estamos dispuestos a pagar."
"DCG_VO_rix_equip_generic_weapon_01"	"Esto servirá."
"DCG_VO_rix_equip_generic_weapon_02"	"Esto me valdrá."
"DCG_VO_rix_equip_generic_weapon_03"	"Es hora de despedazar legionarios."
"DCG_VO_rix_equip_generic_weapon_04"	"¡Estoy Listo para luchar!"
"DCG_VO_rix_equip_generic_weapon_05"	"Listo para la batalla."
"DCG_VO_rix_equip_generic_armor_01"	"Más vale prevenir que curar."
"DCG_VO_rix_equip_generic_armor_02"	"Un general no puede permitirse el lujo de morir en el campo."
"DCG_VO_rix_equip_generic_armor_03"	"Puede que me maten, pero tendrán que esforzarse."
"DCG_VO_rix_equip_generic_armor_04"	"Daré a la legión algo que temer."
"DCG_VO_rix_equip_generic_armor_05"	"Esto hará que aguante un poco más..."
"DCG_VO_rix_equip_generic_accessory_01"	"Es hora de convertir sus vidas en un infierno."
"DCG_VO_rix_equip_generic_accessory_02"	"Jamás conseguirán que me canse."
"DCG_VO_rix_equip_generic_accessory_03"	"Si voy a ser el líder, tendré que lucir como tal."
"DCG_VO_rix_equip_generic_accessory_04"	"Estoy listo para hacer que la legión pague por sus actos."
"DCG_VO_rix_equip_generic_accessory_05"	"La legión no va a ver lo que se le viene encima."
"DCG_VO_rix_kill_rival_01"	"¡Vete de aquí!"
"DCG_VO_rix_kill_rival_02"	"¡Los Vhoul no son siervos de nadie!"
"DCG_VO_rix_kill_rival_03"	"¡Cualquiera que ose oprimirnos morirá!"
"DCG_VO_rix_kill_rival_04"	"¡Jamás nos arrodillaremos!"
"DCG_VO_rix_kill_rival_05"	"Hora de morir."
"DCG_VO_rix_kill_rival_06"	"Tu muerte será un ejemplo para los demás."
"DCG_VO_rix_kill_rival_07"	"No temo a ningún hombre o bestia."
"DCG_VO_rix_kill_rival_08"	"No temo a la muerte. Tú, en cambio..."
"DCG_VO_rix_kill_rival_09"	"Como corderos al matadero..."
"DCG_VO_rix_kill_rival_10"	"Creías que esto iba a ser fácil, ¿eh?"
"DCG_VO_rix_use_include_01"	"¡No nos silenciarán!"
"DCG_VO_rix_use_include_02"	"Ya no tienes el control."
"DCG_VO_rix_use_include_03"	"Ya escuchamos lo suficiente."
"DCG_VO_rix_unique_01"	"¡A las armas!"
"DCG_VO_rix_unique_02"	"¡No nos ganan ni en número ni en determinación!"
"DCG_VO_rix_unique_03"	"¡Se acabó el ser víctimas!"
"DCG_VO_rix_unique_04"	"La rebelión crece cada día que pasa."
"DCG_VO_rix_unique_05"	"Es mejor morir de pie que vivir de rodillas."
"DCG_VO_rix_unique_06"	"Podemos ganar esta batalla, pero habrá sacrificios."
"DCG_VO_rix_unique_07"	"Siempre iba a terminar así."
"DCG_VO_rix_unique_08"	"Arrancaré la serpiente toro de cada balaustre de Rosoideo."
"DCG_VO_rix_unique_09"	"Disfrutaré matándote, Comandante."
"DCG_VO_rix_unique_10"	"Mmm... El enemigo de mi enemigo, ¿eh, Sorla?"
"DCG_VO_rix_unique_11"	"Hoy nos unimos contra una amenaza común."
"DCG_VO_rix_unique_12"	"Podemos trabajar juntos, Sorla. Los dos queremos a Tresdin muerta."
"DCG_VO_rix_unique_13"	"Ninguno de nosotros quiere que Rosoideo caiga en manos de estos salvajes."
"DCG_VO_rix_unique_14"	"Hay que detener a la Niebla Roja, aunque eso implique trabajar contigo."
"DCG_VO_rix_unique_15"	"Podemos matarnos el uno al otro más adelante... Pero antes, paremos a la Niebla Roja."
"DCG_VO_rix_unique_16"	"¡Tu tiranía termina aquí!"
"DCG_VO_rix_unique_17"	"Has dado tu última orden, comandante."
"DCG_VO_rix_unique_18"	"¡Silencio, Sorla!"
"DCG_VO_rix_unique_19"	"Tu mandato ha llegado a su fin, Sorla."
"DCG_VO_rix_unique_20"	"Pagaría cualquier precio por conseguir el poder necesario para destruir a la Legión de Bronce."
"DCG_VO_rix_healed_01"	"Aaah."
"DCG_VO_rix_healed_02"	"Gracias."
"DCG_VO_rix_healed_03"	"No te decepcionaré."
"DCG_VO_rix_healed_04"	"Gracias por la ayuda."
"DCG_VO_rix_healed_05"	"La rebelión te lo agradece."
"DCG_VO_rix_taunt_generic_01"	"¡No tengáis piedad!"
"DCG_VO_rix_taunt_generic_02"	"¡Luchad por vuestro hogar!"
"DCG_VO_rix_taunt_generic_03"	"¡No os rindáis!"
"DCG_VO_rix_taunt_generic_04"	"¡Hoy saldremos victoriosos!"
"DCG_VO_rix_taunt_generic_05"	"¡Alzaos!"
"DCG_VO_rix_taunt_generic_06"	"¡No pararemos de luchar!"
"DCG_VO_rix_taunt_generic_07"	"¡No podemos dejar que ganen!"
"DCG_VO_rix_taunt_generic_08"	"¡Tenemos la victoria al alcance de la mano!"
"DCG_VO_rix_taunt_generic_09"	"¡Defended nuestro hogar!"
"DCG_VO_rix_taunt_generic_10"	"¡Os lo haremos pagar!"
"DCG_VO_rix_potential_kill_01"	"Ya te tengo..."
"DCG_VO_rix_potential_kill_02"	"Vas a morir."
"DCG_VO_rix_potential_kill_03"	"No pararé hasta que mueras."
"DCG_VO_rix_potential_kill_04"	"Esto solo acaba de empezar."
"DCG_VO_rix_potential_kill_05"	"¿Crees que ya había terminado contigo?"
"DCG_VO_rix_potential_save_01"	"No es tan fácil matarme."
"DCG_VO_rix_potential_save_02"	"Eso no bastará."
